province_name,district_code,district_name,area_name,area_type,gender,household_head_relationship,age_group,count
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,ALL SEXES,TOTAL,ALL AGES,798896
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,ALL SEXES,HEAD,ALL AGES,118768
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,ALL SEXES,SPOUSE,ALL AGES,115776
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,ALL SEXES,SON/DAUGHTER,ALL AGES,445165
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,ALL SEXES,DAUGHTER/SON IN LAW,ALL AGES,8015
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,ALL SEXES,GRAND SON/GRAND DAUGHTER,ALL AGES,19072
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,ALL SEXES,FATHER/MOTHER,ALL AGES,9705
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,ALL SEXES,BROTHER/SISTER,ALL AGES,24272
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,ALL SEXES,OTHER RELATIVE,ALL AGES,36614
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,ALL SEXES,NON-RELATIVE,ALL AGES,21509
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,ALL SEXES,TOTAL,00 - 04,157774
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,ALL SEXES,HEAD,00 - 04,0
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,ALL SEXES,SPOUSE,00 - 04,0
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,ALL SEXES,SON/DAUGHTER,00 - 04,136671
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,ALL SEXES,DAUGHTER/SON IN LAW,00 - 04,0
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,ALL SEXES,GRAND SON/GRAND DAUGHTER,00 - 04,8754
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,ALL SEXES,FATHER/MOTHER,00 - 04,0
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,ALL SEXES,BROTHER/SISTER,00 - 04,1478
