province_name,district_code,district_name,area_name,area_type,gender_type,total_by_gender,percent_by_gender,housing_type,total_by_housing_type,percent_by_housing_type,count
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,ALL SEXES,798896,100,REGULAR,118598,99,781110
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,ALL SEXES,798896,100,INSTITUTIONAL,1190,0.99,17762
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,ALL SEXES,798896,100,HOMELESS,7,0.01,24
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,ALL SEXES,798896,100,TOTAL,119795,100,798896
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,MALE,419351,52.49,REGULAR,118598,99,407226
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,MALE,419351,52.49,INSTITUTIONAL,1190,0.99,12113
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,MALE,419351,52.49,HOMELESS,7,0.01,12
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,MALE,419351,52.49,TOTAL,119795,100,419351
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,FEMALE,379468,47.5,REGULAR,118598,99,373808
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,FEMALE,379468,47.5,INSTITUTIONAL,1190,0.99,5648
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,FEMALE,379468,47.5,HOMELESS,7,0.01,12
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,FEMALE,379468,47.5,TOTAL,119795,100,379468
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,TRANSGENDER,77,0.01,REGULAR,118598,99,76
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,TRANSGENDER,77,0.01,INSTITUTIONAL,1190,0.99,1
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,TRANSGENDER,77,0.01,HOMELESS,7,0.01,0
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,TOTAL,TRANSGENDER,77,0.01,TOTAL,119795,100,77
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,RURAL,ALL SEXES,523134,100,REGULAR,80616,99.25,512819
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,RURAL,ALL SEXES,523134,100,INSTITUTIONAL,606,0.75,10312
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,RURAL,ALL SEXES,523134,100,HOMELESS,3,0,3
BALOCHISTAN,107,KHUZDAR DISTRICT,KHUZDAR DISTRICT,RURAL,ALL SEXES,523134,100,TOTAL,81225,100,523134
