province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,literacy_ratio,literacy_status,count
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,123540,45.97,ILLITERATE,66754
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,10 - 14,20208,59.05,ILLITERATE,8275
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,15 - 19,17336,58.25,ILLITERATE,7237
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,20 - 24,15154,56.67,ILLITERATE,6566
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,25 - 29,14200,49.74,ILLITERATE,7137
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,30 - 34,12333,46.93,ILLITERATE,6545
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,35 - 39,10702,41.8,ILLITERATE,6229
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,40 - 44,7586,37.62,ILLITERATE,4732
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,45 - 49,7097,28.18,ILLITERATE,5097
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,50 - 54,5636,26.35,ILLITERATE,4151
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,55 - 59,4029,23.73,ILLITERATE,3073
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,60 - 64,3540,20.28,ILLITERATE,2822
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,65 - 69,2358,15.39,ILLITERATE,1995
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,70 - 74,1474,13.36,ILLITERATE,1277
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,1887,14.26,ILLITERATE,1618
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,123540,45.97,TOTAL LITERATE,56786
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,10 - 14,20208,59.05,TOTAL LITERATE,11933
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,15 - 19,17336,58.25,TOTAL LITERATE,10099
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,20 - 24,15154,56.67,TOTAL LITERATE,8588
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,25 - 29,14200,49.74,TOTAL LITERATE,7063
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,30 - 34,12333,46.93,TOTAL LITERATE,5788
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,35 - 39,10702,41.8,TOTAL LITERATE,4473
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,40 - 44,7586,37.62,TOTAL LITERATE,2854
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,45 - 49,7097,28.18,TOTAL LITERATE,2000
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,50 - 54,5636,26.35,TOTAL LITERATE,1485
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,55 - 59,4029,23.73,TOTAL LITERATE,956
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,60 - 64,3540,20.28,TOTAL LITERATE,718
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,65 - 69,2358,15.39,TOTAL LITERATE,363
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,70 - 74,1474,13.36,TOTAL LITERATE,197
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,1887,14.26,TOTAL LITERATE,269
BALOCHISTAN,127,SIBI DISTRICT,SIBI DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,123540,45.97,FORMAL LITERATE,55157
