province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,literacy_ratio,literacy_status,count
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,1608360,49.15,ILLITERATE,817813
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,10 - 14,292722,63.93,ILLITERATE,105584
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,15 - 19,259228,59.05,ILLITERATE,106155
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,20 - 24,193208,53.09,ILLITERATE,90640
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,25 - 29,173295,48.78,ILLITERATE,88759
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,30 - 34,153375,48.42,ILLITERATE,79108
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,35 - 39,127167,44.09,ILLITERATE,71100
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,40 - 44,100354,38.77,ILLITERATE,61445
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,45 - 49,86375,34.29,ILLITERATE,56754
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,50 - 54,65660,34.58,ILLITERATE,42958
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,55 - 59,44912,31.66,ILLITERATE,30694
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,60 - 64,40966,26.44,ILLITERATE,30136
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,65 - 69,29237,26.51,ILLITERATE,21486
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,70 - 74,19321,23.05,ILLITERATE,14867
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,22540,19.58,ILLITERATE,18127
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,1608360,49.15,TOTAL LITERATE,790547
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,10 - 14,292722,63.93,TOTAL LITERATE,187138
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,15 - 19,259228,59.05,TOTAL LITERATE,153073
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,20 - 24,193208,53.09,TOTAL LITERATE,102568
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,25 - 29,173295,48.78,TOTAL LITERATE,84536
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,30 - 34,153375,48.42,TOTAL LITERATE,74267
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,35 - 39,127167,44.09,TOTAL LITERATE,56067
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,40 - 44,100354,38.77,TOTAL LITERATE,38909
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,45 - 49,86375,34.29,TOTAL LITERATE,29621
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,50 - 54,65660,34.58,TOTAL LITERATE,22702
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,55 - 59,44912,31.66,TOTAL LITERATE,14218
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,60 - 64,40966,26.44,TOTAL LITERATE,10830
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,65 - 69,29237,26.51,TOTAL LITERATE,7751
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,70 - 74,19321,23.05,TOTAL LITERATE,4454
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,22540,19.58,TOTAL LITERATE,4413
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,1608360,49.15,FORMAL LITERATE,766886
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,10 - 14,292722,63.93,FORMAL LITERATE,185128
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,15 - 19,259228,59.05,FORMAL LITERATE,150554
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,20 - 24,193208,53.09,FORMAL LITERATE,99970
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,25 - 29,173295,48.78,FORMAL LITERATE,81887
SINDH,081,KHAIRPUR DISTRICT,KHAIRPUR DISTRICT,TOTAL,ALL SEXES,30 - 34,153375,48.42,FORMAL LITERATE,71800
