province_name,district_code,district_name,area_name,area_type,marital_status,household_head_relationship,gender,count
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,TOTAL,HEAD,ALL SEXES,272383
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,TOTAL,HEAD,MALE,253804
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,TOTAL,HEAD,FEMALE,18554
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,TOTAL,HEAD,TRANSGENDER,25
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,TOTAL,SPOUSE,ALL SEXES,246168
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,TOTAL,SPOUSE,MALE,3876
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,TOTAL,SPOUSE,FEMALE,242292
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,TOTAL,SPOUSE,TRANSGENDER,NA
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,TOTAL,SON/DAUGHTER,ALL SEXES,397287
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,TOTAL,SON/DAUGHTER,MALE,256729
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,TOTAL,SON/DAUGHTER,FEMALE,140551
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,TOTAL,SON/DAUGHTER,TRANSGENDER,7
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,TOTAL,DAUGHTER/SON IN LAW,ALL SEXES,71544
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,TOTAL,DAUGHTER/SON IN LAW,MALE,2415
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,TOTAL,DAUGHTER/SON IN LAW,FEMALE,69129
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,TOTAL,DAUGHTER/SON IN LAW,TRANSGENDER,NA
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,TOTAL,GRAND SON/GRAND DAUGHTER,ALL SEXES,13790
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,TOTAL,GRAND SON/GRAND DAUGHTER,MALE,7679
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,TOTAL,GRAND SON/GRAND DAUGHTER,FEMALE,6107
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,TOTAL,GRAND SON/GRAND DAUGHTER,TRANSGENDER,4
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,TOTAL,FATHER/MOTHER,ALL SEXES,32830
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,TOTAL,FATHER/MOTHER,MALE,6257
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,TOTAL,FATHER/MOTHER,FEMALE,26573
BALOCHISTAN,123,QUETTA DISTRICT,QUETTA DISTRICT,TOTAL,TOTAL,FATHER/MOTHER,TRANSGENDER,NA
