province_name,district_code,district_name,area_name,area_type,gender,cnic_status,age_group,count
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,18 AND ABOVE,1675569
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,ALL SEXES,CNIC OBTAINED,18 AND ABOVE,1386325
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,ALL SEXES,CNIC NOT OBTAINED,18 AND ABOVE,289244
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,MALE,TOTAL POPULATION,18 AND ABOVE,860590
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,MALE,CNIC OBTAINED,18 AND ABOVE,778166
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,MALE,CNIC NOT OBTAINED,18 AND ABOVE,82424
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,FEMALE,TOTAL POPULATION,18 AND ABOVE,814699
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,FEMALE,CNIC OBTAINED,18 AND ABOVE,607966
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,FEMALE,CNIC NOT OBTAINED,18 AND ABOVE,206733
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,TRANSGENDER,TOTAL POPULATION,18 AND ABOVE,280
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,TRANSGENDER,CNIC OBTAINED,18 AND ABOVE,193
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,18 AND ABOVE,87
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,18 - 19,120050
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,ALL SEXES,CNIC OBTAINED,18 - 19,50319
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,ALL SEXES,CNIC NOT OBTAINED,18 - 19,69731
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,MALE,TOTAL POPULATION,18 - 19,61190
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,MALE,CNIC OBTAINED,18 - 19,32252
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,MALE,CNIC NOT OBTAINED,18 - 19,28938
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,FEMALE,TOTAL POPULATION,18 - 19,58838
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,FEMALE,CNIC OBTAINED,18 - 19,18063
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,FEMALE,CNIC NOT OBTAINED,18 - 19,40775
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,TRANSGENDER,TOTAL POPULATION,18 - 19,22
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,TRANSGENDER,CNIC OBTAINED,18 - 19,4
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,18 - 19,18
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,20 - 24,273874
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,ALL SEXES,CNIC OBTAINED,20 - 24,182998
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,ALL SEXES,CNIC NOT OBTAINED,20 - 24,90876
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,MALE,TOTAL POPULATION,20 - 24,137938
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,MALE,CNIC OBTAINED,20 - 24,112781
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,MALE,CNIC NOT OBTAINED,20 - 24,25157
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,FEMALE,TOTAL POPULATION,20 - 24,135903
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,FEMALE,CNIC OBTAINED,20 - 24,70199
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,FEMALE,CNIC NOT OBTAINED,20 - 24,65704
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,TRANSGENDER,TOTAL POPULATION,20 - 24,33
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,TRANSGENDER,CNIC OBTAINED,20 - 24,18
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,20 - 24,15
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,25 - 29,237435
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,ALL SEXES,CNIC OBTAINED,25 - 29,190130
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,ALL SEXES,CNIC NOT OBTAINED,25 - 29,47305
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,MALE,TOTAL POPULATION,25 - 29,118531
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,MALE,CNIC OBTAINED,25 - 29,109140
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,MALE,CNIC NOT OBTAINED,25 - 29,9391
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,FEMALE,TOTAL POPULATION,25 - 29,118858
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,FEMALE,CNIC OBTAINED,25 - 29,80960
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,FEMALE,CNIC NOT OBTAINED,25 - 29,37898
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,TRANSGENDER,TOTAL POPULATION,25 - 29,46
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,TRANSGENDER,CNIC OBTAINED,25 - 29,30
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,25 - 29,16
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,30 - 34,204618
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,ALL SEXES,CNIC OBTAINED,30 - 34,176352
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,ALL SEXES,CNIC NOT OBTAINED,30 - 34,28266
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,MALE,TOTAL POPULATION,30 - 34,102415
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,MALE,CNIC OBTAINED,30 - 34,97356
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,MALE,CNIC NOT OBTAINED,30 - 34,5059
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,FEMALE,TOTAL POPULATION,30 - 34,102177
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,FEMALE,CNIC OBTAINED,30 - 34,78975
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,FEMALE,CNIC NOT OBTAINED,30 - 34,23202
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,TRANSGENDER,TOTAL POPULATION,30 - 34,26
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,TRANSGENDER,CNIC OBTAINED,30 - 34,21
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,30 - 34,5
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,35 - 39,185610
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,ALL SEXES,CNIC OBTAINED,35 - 39,170514
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,ALL SEXES,CNIC NOT OBTAINED,35 - 39,15096
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,MALE,TOTAL POPULATION,35 - 39,96501
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,MALE,CNIC OBTAINED,35 - 39,93382
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,MALE,CNIC NOT OBTAINED,35 - 39,3119
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,FEMALE,TOTAL POPULATION,35 - 39,89080
PUNJAB,062,OKARA DISTRICT,OKARA DISTRICT,TOTAL,FEMALE,CNIC OBTAINED,35 - 39,77112
