province_name,district_code,district_name,area_name,area_type,gender,household_head_relationship,age_group,count
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,TOTAL,ALL AGES,1804958
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,HEAD,ALL AGES,357601
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,SPOUSE,ALL AGES,325519
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,SON/DAUGHTER,ALL AGES,970546
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,DAUGHTER/SON IN LAW,ALL AGES,19012
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,GRAND SON/GRAND DAUGHTER,ALL AGES,28330
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,FATHER/MOTHER,ALL AGES,18589
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,BROTHER/SISTER,ALL AGES,28767
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,OTHER RELATIVE,ALL AGES,34796
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,NON-RELATIVE,ALL AGES,21798
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,TOTAL,00 - 04,289324
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,HEAD,00 - 04,0
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,SPOUSE,00 - 04,0
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,SON/DAUGHTER,00 - 04,264457
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,DAUGHTER/SON IN LAW,00 - 04,0
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,GRAND SON/GRAND DAUGHTER,00 - 04,14223
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,FATHER/MOTHER,00 - 04,0
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,BROTHER/SISTER,00 - 04,956
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,OTHER RELATIVE,00 - 04,6551
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,NON-RELATIVE,00 - 04,3137
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,TOTAL,05 - 09,304420
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,HEAD,05 - 09,0
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,SPOUSE,05 - 09,0
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,SON/DAUGHTER,05 - 09,285408
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,DAUGHTER/SON IN LAW,05 - 09,0
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,GRAND SON/GRAND DAUGHTER,05 - 09,7944
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,FATHER/MOTHER,05 - 09,0
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,BROTHER/SISTER,05 - 09,2099
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,OTHER RELATIVE,05 - 09,5436
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,NON-RELATIVE,05 - 09,3533
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,TOTAL,10 - 14,213144
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,HEAD,10 - 14,113
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,SPOUSE,10 - 14,0
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,SON/DAUGHTER,10 - 14,200397
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,DAUGHTER/SON IN LAW,10 - 14,0
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,GRAND SON/GRAND DAUGHTER,10 - 14,3400
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,FATHER/MOTHER,10 - 14,0
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,BROTHER/SISTER,10 - 14,3263
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,OTHER RELATIVE,10 - 14,3356
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,NON-RELATIVE,10 - 14,2615
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,TOTAL,15 - 19,174692
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,HEAD,15 - 19,6901
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,SPOUSE,15 - 19,17786
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,SON/DAUGHTER,15 - 19,131062
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,DAUGHTER/SON IN LAW,15 - 19,5803
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,GRAND SON/GRAND DAUGHTER,15 - 19,1681
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,FATHER/MOTHER,15 - 19,0
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,BROTHER/SISTER,15 - 19,5438
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,OTHER RELATIVE,15 - 19,3632
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,NON-RELATIVE,15 - 19,2389
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,TOTAL,20 - 24,139583
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,HEAD,20 - 24,29844
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,SPOUSE,20 - 24,41186
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,SON/DAUGHTER,20 - 24,51596
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,DAUGHTER/SON IN LAW,20 - 24,6392
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,GRAND SON/GRAND DAUGHTER,20 - 24,665
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,FATHER/MOTHER,20 - 24,0
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,BROTHER/SISTER,20 - 24,4610
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,OTHER RELATIVE,20 - 24,3465
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,NON-RELATIVE,20 - 24,1825
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,TOTAL,25 - 29,137014
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,HEAD,25 - 29,47515
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,SPOUSE,25 - 29,55543
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,SON/DAUGHTER,25 - 29,22141
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,DAUGHTER/SON IN LAW,25 - 29,3437
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,GRAND SON/GRAND DAUGHTER,25 - 29,258
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,FATHER/MOTHER,25 - 29,0
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,BROTHER/SISTER,25 - 29,3720
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,OTHER RELATIVE,25 - 29,2698
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,NON-RELATIVE,25 - 29,1702
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,TOTAL,30 - 34,123286
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,HEAD,30 - 34,51619
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,SPOUSE,30 - 34,54191
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,SON/DAUGHTER,30 - 34,9253
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,DAUGHTER/SON IN LAW,30 - 34,1768
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,GRAND SON/GRAND DAUGHTER,30 - 34,107
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,FATHER/MOTHER,30 - 34,0
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,BROTHER/SISTER,30 - 34,2752
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,OTHER RELATIVE,30 - 34,2103
SINDH,083,BADIN DISTRICT,BADIN DISTRICT,TOTAL,ALL SEXES,NON-RELATIVE,30 - 34,1493
