province_name,district_code,district_name,area_name,area_type,gender_type,total_by_gender,percent_by_gender,housing_type,total_by_housing_type,percent_by_housing_type,count
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,ALL SEXES,1648708,100,REGULAR,287941,97.98,1600874
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,ALL SEXES,1648708,100,INSTITUTIONAL,5780,1.97,47336
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,ALL SEXES,1648708,100,HOMELESS,159,0.05,498
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,ALL SEXES,1648708,100,TOTAL,293880,100,1648708
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,MALE,850272,51.57,REGULAR,287941,97.98,823755
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,MALE,850272,51.57,INSTITUTIONAL,5780,1.97,26188
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,MALE,850272,51.57,HOMELESS,159,0.05,329
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,MALE,850272,51.57,TOTAL,293880,100,850272
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,FEMALE,798271,48.42,REGULAR,287941,97.98,776963
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,FEMALE,798271,48.42,INSTITUTIONAL,5780,1.97,21139
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,FEMALE,798271,48.42,HOMELESS,159,0.05,169
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,FEMALE,798271,48.42,TOTAL,293880,100,798271
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,TRANSGENDER,165,0.01,REGULAR,287941,97.98,156
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,TRANSGENDER,165,0.01,INSTITUTIONAL,5780,1.97,9
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,TRANSGENDER,165,0.01,HOMELESS,159,0.05,0
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,TOTAL,TRANSGENDER,165,0.01,TOTAL,293880,100,165
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,ALL SEXES,1287887,100,REGULAR,225749,98.25,1254374
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,ALL SEXES,1287887,100,INSTITUTIONAL,3934,1.71,33267
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,ALL SEXES,1287887,100,HOMELESS,89,0.04,246
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,ALL SEXES,1287887,100,TOTAL,229772,100,1287887
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,MALE,663716,51.54,REGULAR,225749,98.25,645556
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,MALE,663716,51.54,INSTITUTIONAL,3934,1.71,18007
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,MALE,663716,51.54,HOMELESS,89,0.04,153
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,MALE,663716,51.54,TOTAL,229772,100,663716
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,FEMALE,624062,48.46,REGULAR,225749,98.25,608714
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,FEMALE,624062,48.46,INSTITUTIONAL,3934,1.71,15255
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,FEMALE,624062,48.46,HOMELESS,89,0.04,93
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,FEMALE,624062,48.46,TOTAL,229772,100,624062
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,TRANSGENDER,109,0.01,REGULAR,225749,98.25,104
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,TRANSGENDER,109,0.01,INSTITUTIONAL,3934,1.71,5
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,TRANSGENDER,109,0.01,HOMELESS,89,0.04,0
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,RURAL,TRANSGENDER,109,0.01,TOTAL,229772,100,109
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,URBAN,ALL SEXES,360821,100,REGULAR,62192,97.01,346500
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,URBAN,ALL SEXES,360821,100,INSTITUTIONAL,1846,2.88,14069
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,URBAN,ALL SEXES,360821,100,HOMELESS,70,0.11,252
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,URBAN,ALL SEXES,360821,100,TOTAL,64108,100,360821
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,URBAN,MALE,186556,51.7,REGULAR,62192,97.01,178199
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,URBAN,MALE,186556,51.7,INSTITUTIONAL,1846,2.88,8181
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,URBAN,MALE,186556,51.7,HOMELESS,70,0.11,176
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,URBAN,MALE,186556,51.7,TOTAL,64108,100,186556
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,URBAN,FEMALE,174209,48.28,REGULAR,62192,97.01,168249
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,URBAN,FEMALE,174209,48.28,INSTITUTIONAL,1846,2.88,5884
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,URBAN,FEMALE,174209,48.28,HOMELESS,70,0.11,76
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,URBAN,FEMALE,174209,48.28,TOTAL,64108,100,174209
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,URBAN,TRANSGENDER,56,0.02,REGULAR,62192,97.01,52
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,URBAN,TRANSGENDER,56,0.02,INSTITUTIONAL,1846,2.88,4
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,URBAN,TRANSGENDER,56,0.02,HOMELESS,70,0.11,0
SINDH,080,GHOTKI DISTRICT,GHOTKI DISTRICT,URBAN,TRANSGENDER,56,0.02,TOTAL,64108,100,56
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,TOTAL,ALL SEXES,310709,100,REGULAR,52959,98.92,304421
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,TOTAL,ALL SEXES,310709,100,INSTITUTIONAL,550,1.03,6122
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,TOTAL,ALL SEXES,310709,100,HOMELESS,27,0.05,166
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,TOTAL,ALL SEXES,310709,100,TOTAL,53536,100,310709
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,TOTAL,MALE,161079,51.84,REGULAR,52959,98.92,157353
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,TOTAL,MALE,161079,51.84,INSTITUTIONAL,550,1.03,3627
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,TOTAL,MALE,161079,51.84,HOMELESS,27,0.05,99
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,TOTAL,MALE,161079,51.84,TOTAL,53536,100,161079
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,TOTAL,FEMALE,149604,48.15,REGULAR,52959,98.92,147042
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,TOTAL,FEMALE,149604,48.15,INSTITUTIONAL,550,1.03,2495
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,TOTAL,FEMALE,149604,48.15,HOMELESS,27,0.05,67
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,TOTAL,FEMALE,149604,48.15,TOTAL,53536,100,149604
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,TOTAL,TRANSGENDER,26,0.01,REGULAR,52959,98.92,26
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,TOTAL,TRANSGENDER,26,0.01,INSTITUTIONAL,550,1.03,0
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,TOTAL,TRANSGENDER,26,0.01,HOMELESS,27,0.05,0
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,TOTAL,TRANSGENDER,26,0.01,TOTAL,53536,100,26
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,RURAL,ALL SEXES,224423,100,REGULAR,38562,98.94,220001
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,RURAL,ALL SEXES,224423,100,INSTITUTIONAL,405,1.04,4393
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,RURAL,ALL SEXES,224423,100,HOMELESS,9,0.02,29
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,RURAL,ALL SEXES,224423,100,TOTAL,38976,100,224423
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,RURAL,MALE,116233,51.79,REGULAR,38562,98.94,113768
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,RURAL,MALE,116233,51.79,INSTITUTIONAL,405,1.04,2447
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,RURAL,MALE,116233,51.79,HOMELESS,9,0.02,18
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,RURAL,MALE,116233,51.79,TOTAL,38976,100,116233
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,RURAL,FEMALE,108173,48.2,REGULAR,38562,98.94,106216
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,RURAL,FEMALE,108173,48.2,INSTITUTIONAL,405,1.04,1946
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,RURAL,FEMALE,108173,48.2,HOMELESS,9,0.02,11
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,RURAL,FEMALE,108173,48.2,TOTAL,38976,100,108173
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,RURAL,TRANSGENDER,17,0.01,REGULAR,38562,98.94,17
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,RURAL,TRANSGENDER,17,0.01,INSTITUTIONAL,405,1.04,0
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,RURAL,TRANSGENDER,17,0.01,HOMELESS,9,0.02,0
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,RURAL,TRANSGENDER,17,0.01,TOTAL,38976,100,17
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,URBAN,ALL SEXES,86286,100,REGULAR,14397,98.88,84420
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,URBAN,ALL SEXES,86286,100,INSTITUTIONAL,145,1,1729
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,URBAN,ALL SEXES,86286,100,HOMELESS,18,0.12,137
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,URBAN,ALL SEXES,86286,100,TOTAL,14560,100,86286
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,URBAN,MALE,44846,51.97,REGULAR,14397,98.88,43585
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,URBAN,MALE,44846,51.97,INSTITUTIONAL,145,1,1180
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,URBAN,MALE,44846,51.97,HOMELESS,18,0.12,81
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,URBAN,MALE,44846,51.97,TOTAL,14560,100,44846
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,URBAN,FEMALE,41431,48.02,REGULAR,14397,98.88,40826
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,URBAN,FEMALE,41431,48.02,INSTITUTIONAL,145,1,549
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,URBAN,FEMALE,41431,48.02,HOMELESS,18,0.12,56
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,URBAN,FEMALE,41431,48.02,TOTAL,14560,100,41431
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,URBAN,TRANSGENDER,9,0.01,REGULAR,14397,98.88,9
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,URBAN,TRANSGENDER,9,0.01,INSTITUTIONAL,145,1,0
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,URBAN,TRANSGENDER,9,0.01,HOMELESS,18,0.12,0
SINDH,080,GHOTKI DISTRICT,DAHARKI TALUKA,URBAN,TRANSGENDER,9,0.01,TOTAL,14560,100,9
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,TOTAL,ALL SEXES,507087,100,REGULAR,88625,97.47,488926
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,TOTAL,ALL SEXES,507087,100,INSTITUTIONAL,2249,2.47,18021
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,TOTAL,ALL SEXES,507087,100,HOMELESS,47,0.05,140
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,TOTAL,ALL SEXES,507087,100,TOTAL,90921,100,507087
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,TOTAL,MALE,260772,51.43,REGULAR,88625,97.47,250690
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,TOTAL,MALE,260772,51.43,INSTITUTIONAL,2249,2.47,9982
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,TOTAL,MALE,260772,51.43,HOMELESS,47,0.05,100
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,TOTAL,MALE,260772,51.43,TOTAL,90921,100,260772
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,TOTAL,FEMALE,246236,48.56,REGULAR,88625,97.47,238164
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,TOTAL,FEMALE,246236,48.56,INSTITUTIONAL,2249,2.47,8032
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,TOTAL,FEMALE,246236,48.56,HOMELESS,47,0.05,40
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,TOTAL,FEMALE,246236,48.56,TOTAL,90921,100,246236
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,TOTAL,TRANSGENDER,79,0.02,REGULAR,88625,97.47,72
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,TOTAL,TRANSGENDER,79,0.02,INSTITUTIONAL,2249,2.47,7
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,TOTAL,TRANSGENDER,79,0.02,HOMELESS,47,0.05,0
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,TOTAL,TRANSGENDER,79,0.02,TOTAL,90921,100,79
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,RURAL,ALL SEXES,382741,100,REGULAR,66880,97.76,370329
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,RURAL,ALL SEXES,382741,100,INSTITUTIONAL,1494,2.18,12328
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,RURAL,ALL SEXES,382741,100,HOMELESS,35,0.05,84
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,RURAL,ALL SEXES,382741,100,TOTAL,68409,100,382741
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,RURAL,MALE,196603,51.37,REGULAR,66880,97.76,189831
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,RURAL,MALE,196603,51.37,INSTITUTIONAL,1494,2.18,6720
SINDH,080,GHOTKI DISTRICT,GHOTKI TALUKA,RURAL,MALE,196603,51.37,HOMELESS,35,0.05,52
