province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,marital_status,count
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,ALL AGES,231,NEVER MARRIED,135
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,22,NEVER MARRIED,22
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,05-09,25,NEVER MARRIED,25
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,10-14,40,NEVER MARRIED,40
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,15-24,48,NEVER MARRIED,35
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,25-34,25,NEVER MARRIED,5
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,35-44,27,NEVER MARRIED,3
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,45-54,23,NEVER MARRIED,2
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,55-64,8,NEVER MARRIED,3
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,65-74,12,NEVER MARRIED,0
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,1,NEVER MARRIED,0
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,ALL AGES,231,MARRIED,78
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,22,MARRIED,0
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,05-09,25,MARRIED,0
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,10-14,40,MARRIED,0
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,15-24,48,MARRIED,13
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,25-34,25,MARRIED,20
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,35-44,27,MARRIED,23
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,45-54,23,MARRIED,18
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,55-64,8,MARRIED,1
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,65-74,12,MARRIED,3
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,1,MARRIED,0
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,ALL AGES,231,WIDOWED,18
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,22,WIDOWED,0
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,05-09,25,WIDOWED,0
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,10-14,40,WIDOWED,0
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,15-24,48,WIDOWED,0
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,25-34,25,WIDOWED,0
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,35-44,27,WIDOWED,1
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,45-54,23,WIDOWED,3
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,55-64,8,WIDOWED,4
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,65-74,12,WIDOWED,9
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,1,WIDOWED,1
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,ALL AGES,231,DIVORCED,0
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,22,DIVORCED,0
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,05-09,25,DIVORCED,0
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,10-14,40,DIVORCED,0
SINDH,088,SUJAWAL DISTRICT,SUJAWAL DISTRICT,TOTAL,ALL SEXES,15-24,48,DIVORCED,0
