province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,religious_affiliation,count
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,ALL SEXES,ALL AGES,393,MUSLIM,379
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,43,MUSLIM,42
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,ALL SEXES,05-09,56,MUSLIM,54
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,ALL SEXES,10-14,59,MUSLIM,57
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,ALL SEXES,15-24,70,MUSLIM,68
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,ALL SEXES,25-34,57,MUSLIM,53
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,ALL SEXES,35-44,42,MUSLIM,41
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,ALL SEXES,45-54,29,MUSLIM,29
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,ALL SEXES,55-64,19,MUSLIM,19
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,ALL SEXES,65-74,13,MUSLIM,11
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,5,MUSLIM,5
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,ALL SEXES,ALL AGES,393,NON-MUSLIM,14
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,43,NON-MUSLIM,1
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,ALL SEXES,05-09,56,NON-MUSLIM,2
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,ALL SEXES,10-14,59,NON-MUSLIM,2
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,ALL SEXES,15-24,70,NON-MUSLIM,2
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,ALL SEXES,25-34,57,NON-MUSLIM,4
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,ALL SEXES,35-44,42,NON-MUSLIM,1
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,ALL SEXES,45-54,29,NON-MUSLIM,0
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,ALL SEXES,55-64,19,NON-MUSLIM,0
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,ALL SEXES,65-74,13,NON-MUSLIM,2
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,5,NON-MUSLIM,0
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,MALE,ALL AGES,237,MUSLIM,233
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,MALE,BELOW 5 YEARS,28,MUSLIM,27
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,MALE,05-09,27,MUSLIM,27
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,MALE,10-14,39,MUSLIM,39
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,MALE,15-24,37,MUSLIM,37
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,MALE,25-34,35,MUSLIM,33
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,MALE,35-44,27,MUSLIM,26
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,MALE,45-54,22,MUSLIM,22
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,MALE,55-64,12,MUSLIM,12
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,MALE,65-74,8,MUSLIM,8
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,MALE,75 AND ABOVE,2,MUSLIM,2
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,MALE,ALL AGES,237,NON-MUSLIM,4
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,MALE,BELOW 5 YEARS,28,NON-MUSLIM,1
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,MALE,05-09,27,NON-MUSLIM,0
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,MALE,10-14,39,NON-MUSLIM,0
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,MALE,15-24,37,NON-MUSLIM,0
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,MALE,25-34,35,NON-MUSLIM,2
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,MALE,35-44,27,NON-MUSLIM,1
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,MALE,45-54,22,NON-MUSLIM,0
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,MALE,55-64,12,NON-MUSLIM,0
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,MALE,65-74,8,NON-MUSLIM,0
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,MALE,75 AND ABOVE,2,NON-MUSLIM,0
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,FEMALE,ALL AGES,156,MUSLIM,146
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,FEMALE,BELOW 5 YEARS,15,MUSLIM,15
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,FEMALE,05-09,29,MUSLIM,27
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,FEMALE,10-14,20,MUSLIM,18
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,FEMALE,15-24,33,MUSLIM,31
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,FEMALE,25-34,22,MUSLIM,20
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,FEMALE,35-44,15,MUSLIM,15
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,FEMALE,45-54,7,MUSLIM,7
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,FEMALE,55-64,7,MUSLIM,7
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,FEMALE,65-74,5,MUSLIM,3
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,FEMALE,75 AND ABOVE,3,MUSLIM,3
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,FEMALE,ALL AGES,156,NON-MUSLIM,10
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,FEMALE,BELOW 5 YEARS,15,NON-MUSLIM,0
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,FEMALE,05-09,29,NON-MUSLIM,2
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,FEMALE,10-14,20,NON-MUSLIM,2
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,FEMALE,15-24,33,NON-MUSLIM,2
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,FEMALE,25-34,22,NON-MUSLIM,2
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,FEMALE,35-44,15,NON-MUSLIM,0
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,FEMALE,45-54,7,NON-MUSLIM,0
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,FEMALE,55-64,7,NON-MUSLIM,0
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,FEMALE,65-74,5,NON-MUSLIM,2
PUNJAB,045,SARGODHA DISTRICT,SARGODHA DISTRICT,TOTAL,FEMALE,75 AND ABOVE,3,NON-MUSLIM,0
