province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,literacy_ratio,literacy_status,count
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,1582566,50.27,ILLITERATE,786989
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,10 - 14,316219,73.84,ILLITERATE,82728
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,15 - 19,254568,66.31,ILLITERATE,85758
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,20 - 24,194179,54.12,ILLITERATE,89081
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,25 - 29,182892,45.61,ILLITERATE,99476
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,30 - 34,144095,42.11,ILLITERATE,83414
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,35 - 39,112571,39.47,ILLITERATE,68139
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,40 - 44,90430,35.49,ILLITERATE,58337
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,45 - 49,70747,29.32,ILLITERATE,50006
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,50 - 54,59555,25.82,ILLITERATE,44176
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,55 - 59,41953,25.47,ILLITERATE,31266
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,60 - 64,41768,22.45,ILLITERATE,32389
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,65 - 69,27219,18.65,ILLITERATE,22144
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,70 - 74,21107,14.81,ILLITERATE,17981
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,25263,12.54,ILLITERATE,22094
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,1582566,50.27,TOTAL LITERATE,795577
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,10 - 14,316219,73.84,TOTAL LITERATE,233491
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,15 - 19,254568,66.31,TOTAL LITERATE,168810
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,20 - 24,194179,54.12,TOTAL LITERATE,105098
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,25 - 29,182892,45.61,TOTAL LITERATE,83416
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,30 - 34,144095,42.11,TOTAL LITERATE,60681
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,35 - 39,112571,39.47,TOTAL LITERATE,44432
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,40 - 44,90430,35.49,TOTAL LITERATE,32093
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,45 - 49,70747,29.32,TOTAL LITERATE,20741
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,50 - 54,59555,25.82,TOTAL LITERATE,15379
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,55 - 59,41953,25.47,TOTAL LITERATE,10687
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,60 - 64,41768,22.45,TOTAL LITERATE,9379
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,65 - 69,27219,18.65,TOTAL LITERATE,5075
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,70 - 74,21107,14.81,TOTAL LITERATE,3126
KHYBER PAKTUNKHWA,022,SWAT DISTRICT,SWAT DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,25263,12.54,TOTAL LITERATE,3169
