province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,literate_over_ten_count
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,ALL SEXES,ALL AGES,469,50
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,72,0
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,ALL SEXES,05-09,67,0
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,ALL SEXES,10-14,36,2
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,ALL SEXES,15-24,74,7
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,ALL SEXES,25-34,46,5
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,ALL SEXES,35-44,53,13
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,ALL SEXES,45-54,45,8
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,ALL SEXES,55-64,35,6
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,ALL SEXES,65-74,29,6
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,12,3
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,MALE,ALL AGES,255,35
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,MALE,BELOW 5 YEARS,36,0
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,MALE,05-09,40,0
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,MALE,10-14,19,1
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,MALE,15-24,40,4
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,MALE,25-34,26,1
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,MALE,35-44,28,10
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,MALE,45-54,21,6
