province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,1 PERSON,1,6227,3.45,1.21,147219,81.52,5.06,5570
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,2 PERSONS,1,23677,13.11,1.18,147219,81.52,5.06,21524
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,3 PERSONS,1,24012,13.3,1.21,147219,81.52,5.06,21170
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,4 PERSONS,1,25210,13.96,1.25,147219,81.52,5.06,21495
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,5 PERSONS,1,24197,13.4,1.31,147219,81.52,5.06,19915
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,6 PERSONS,1,22007,12.19,1.35,147219,81.52,5.06,17434
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,7 PERSONS,1,18282,10.12,1.37,147219,81.52,5.06,14279
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,8 PERSONS,1,13387,7.41,1.39,147219,81.52,5.06,10179
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,9 PERSONS,1,9067,5.02,1.46,147219,81.52,5.06,6627
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,14522,8.04,1.73,147219,81.52,5.06,9026
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,1 PERSON,2,6227,3.45,1.21,21267,11.78,6.34,404
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,2 PERSONS,2,23677,13.11,1.18,21267,11.78,6.34,1383
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,3 PERSONS,2,24012,13.3,1.21,21267,11.78,6.34,1919
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,4 PERSONS,2,25210,13.96,1.25,21267,11.78,6.34,2533
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,5 PERSONS,2,24197,13.4,1.31,21267,11.78,6.34,2853
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,6 PERSONS,2,22007,12.19,1.35,21267,11.78,6.34,3028
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,7 PERSONS,2,18282,10.12,1.37,21267,11.78,6.34,2601
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,8 PERSONS,2,13387,7.41,1.39,21267,11.78,6.34,2096
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,9 PERSONS,2,9067,5.02,1.46,21267,11.78,6.34,1514
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,14522,8.04,1.73,21267,11.78,6.34,2936
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,1 PERSON,3,6227,3.45,1.21,6516,3.61,7.08,116
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,2 PERSONS,3,23677,13.11,1.18,6516,3.61,7.08,307
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,3 PERSONS,3,24012,13.3,1.21,6516,3.61,7.08,456
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,4 PERSONS,3,25210,13.96,1.25,6516,3.61,7.08,628
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,5 PERSONS,3,24197,13.4,1.31,6516,3.61,7.08,778
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,6 PERSONS,3,22007,12.19,1.35,6516,3.61,7.08,887
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,7 PERSONS,3,18282,10.12,1.37,6516,3.61,7.08,822
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,8 PERSONS,3,13387,7.41,1.39,6516,3.61,7.08,661
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,9 PERSONS,3,9067,5.02,1.46,6516,3.61,7.08,548
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,10 PERSONS AND ABOVE,3,14522,8.04,1.73,6516,3.61,7.08,1313
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,1 PERSON,4,6227,3.45,1.21,2508,1.39,7.57,56
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,2 PERSONS,4,23677,13.11,1.18,2508,1.39,7.57,146
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,3 PERSONS,4,24012,13.3,1.21,2508,1.39,7.57,147
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,4 PERSONS,4,25210,13.96,1.25,2508,1.39,7.57,212
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,5 PERSONS,4,24197,13.4,1.31,2508,1.39,7.57,271
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,6 PERSONS,4,22007,12.19,1.35,2508,1.39,7.57,303
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,7 PERSONS,4,18282,10.12,1.37,2508,1.39,7.57,273
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,8 PERSONS,4,13387,7.41,1.39,2508,1.39,7.57,236
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,9 PERSONS,4,9067,5.02,1.46,2508,1.39,7.57,211
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,10 PERSONS AND ABOVE,4,14522,8.04,1.73,2508,1.39,7.57,653
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,1 PERSON,5,6227,3.45,1.21,998,0.55,7.69,19
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,2 PERSONS,5,23677,13.11,1.18,998,0.55,7.69,76
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,3 PERSONS,5,24012,13.3,1.21,998,0.55,7.69,94
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,4 PERSONS,5,25210,13.96,1.25,998,0.55,7.69,96
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,5 PERSONS,5,24197,13.4,1.31,998,0.55,7.69,104
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,6 PERSONS,5,22007,12.19,1.35,998,0.55,7.69,114
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,7 PERSONS,5,18282,10.12,1.37,998,0.55,7.69,96
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,8 PERSONS,5,13387,7.41,1.39,998,0.55,7.69,80
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,9 PERSONS,5,9067,5.02,1.46,998,0.55,7.69,65
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,10 PERSONS AND ABOVE,5,14522,8.04,1.73,998,0.55,7.69,254
SINDH,091,THATTA DISTRICT,THATTA DISTRICT,TOTAL,1 PERSON,6,6227,3.45,1.21,363,0.2,9.15,6
