province_name,district_code,district_name,area_name,area_type,gender,religious_affiliation,count
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL,615372
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,MUSLIM,614468
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CHRISTIAN,725
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,HINDU,45
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,AHMADI,107
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,SCHEDULED CASTES,8
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,OTHERS,19
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,TOTAL,306935
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,MUSLIM,306479
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CHRISTIAN,366
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,HINDU,23
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,AHMADI,53
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,SCHEDULED CASTES,4
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,OTHERS,10
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,TOTAL,308393
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,MUSLIM,307947
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CHRISTIAN,358
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,HINDU,22
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,AHMADI,54
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,SCHEDULED CASTES,4
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,OTHERS,8
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,TOTAL,44
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,MUSLIM,42
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,CHRISTIAN,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,HINDU,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,AHMADI,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,SCHEDULED CASTES,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,OTHERS,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,ALL SEXES,TOTAL,577327
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,ALL SEXES,MUSLIM,576694
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,ALL SEXES,CHRISTIAN,485
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,ALL SEXES,HINDU,45
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,ALL SEXES,AHMADI,93
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,ALL SEXES,SCHEDULED CASTES,8
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,ALL SEXES,OTHERS,2
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,MALE,TOTAL,287663
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,MALE,MUSLIM,287340
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,MALE,CHRISTIAN,249
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,MALE,HINDU,23
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,MALE,AHMADI,46
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,MALE,SCHEDULED CASTES,4
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,MALE,OTHERS,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,FEMALE,TOTAL,289627
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,FEMALE,MUSLIM,289319
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,FEMALE,CHRISTIAN,235
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,FEMALE,HINDU,22
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,FEMALE,AHMADI,47
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,FEMALE,SCHEDULED CASTES,4
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,FEMALE,OTHERS,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,TRANSGENDER,TOTAL,37
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,TRANSGENDER,MUSLIM,35
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,TRANSGENDER,CHRISTIAN,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,TRANSGENDER,HINDU,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,TRANSGENDER,AHMADI,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,TRANSGENDER,SCHEDULED CASTES,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,RURAL,TRANSGENDER,OTHERS,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,ALL SEXES,TOTAL,38045
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,ALL SEXES,MUSLIM,37774
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,ALL SEXES,CHRISTIAN,240
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,ALL SEXES,HINDU,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,ALL SEXES,AHMADI,14
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,ALL SEXES,SCHEDULED CASTES,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,ALL SEXES,OTHERS,17
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,MALE,TOTAL,19272
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,MALE,MUSLIM,19139
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,MALE,CHRISTIAN,117
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,MALE,HINDU,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,MALE,AHMADI,7
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,MALE,SCHEDULED CASTES,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,MALE,OTHERS,9
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,FEMALE,TOTAL,18766
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,FEMALE,MUSLIM,18628
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,FEMALE,CHRISTIAN,123
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,FEMALE,HINDU,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,FEMALE,AHMADI,7
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,FEMALE,SCHEDULED CASTES,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,FEMALE,OTHERS,8
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,TRANSGENDER,TOTAL,7
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,TRANSGENDER,MUSLIM,7
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,TRANSGENDER,CHRISTIAN,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,TRANSGENDER,HINDU,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,TRANSGENDER,AHMADI,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,TRANSGENDER,SCHEDULED CASTES,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,URBAN,TRANSGENDER,OTHERS,0
FATA,027,KURRAM AGENCY,CENTRAL KURRAM F.R,TOTAL,ALL SEXES,TOTAL,229007
FATA,027,KURRAM AGENCY,CENTRAL KURRAM F.R,TOTAL,ALL SEXES,MUSLIM,228968
FATA,027,KURRAM AGENCY,CENTRAL KURRAM F.R,TOTAL,ALL SEXES,CHRISTIAN,12
FATA,027,KURRAM AGENCY,CENTRAL KURRAM F.R,TOTAL,ALL SEXES,HINDU,0
FATA,027,KURRAM AGENCY,CENTRAL KURRAM F.R,TOTAL,ALL SEXES,AHMADI,26
FATA,027,KURRAM AGENCY,CENTRAL KURRAM F.R,TOTAL,ALL SEXES,SCHEDULED CASTES,1
FATA,027,KURRAM AGENCY,CENTRAL KURRAM F.R,TOTAL,ALL SEXES,OTHERS,0
FATA,027,KURRAM AGENCY,CENTRAL KURRAM F.R,TOTAL,MALE,TOTAL,115335
FATA,027,KURRAM AGENCY,CENTRAL KURRAM F.R,TOTAL,MALE,MUSLIM,115311
FATA,027,KURRAM AGENCY,CENTRAL KURRAM F.R,TOTAL,MALE,CHRISTIAN,9
FATA,027,KURRAM AGENCY,CENTRAL KURRAM F.R,TOTAL,MALE,HINDU,0
FATA,027,KURRAM AGENCY,CENTRAL KURRAM F.R,TOTAL,MALE,AHMADI,14
FATA,027,KURRAM AGENCY,CENTRAL KURRAM F.R,TOTAL,MALE,SCHEDULED CASTES,1
FATA,027,KURRAM AGENCY,CENTRAL KURRAM F.R,TOTAL,MALE,OTHERS,0
FATA,027,KURRAM AGENCY,CENTRAL KURRAM F.R,TOTAL,FEMALE,TOTAL,113658
FATA,027,KURRAM AGENCY,CENTRAL KURRAM F.R,TOTAL,FEMALE,MUSLIM,113644
FATA,027,KURRAM AGENCY,CENTRAL KURRAM F.R,TOTAL,FEMALE,CHRISTIAN,2
FATA,027,KURRAM AGENCY,CENTRAL KURRAM F.R,TOTAL,FEMALE,HINDU,0
FATA,027,KURRAM AGENCY,CENTRAL KURRAM F.R,TOTAL,FEMALE,AHMADI,12
FATA,027,KURRAM AGENCY,CENTRAL KURRAM F.R,TOTAL,FEMALE,SCHEDULED CASTES,0
FATA,027,KURRAM AGENCY,CENTRAL KURRAM F.R,TOTAL,FEMALE,OTHERS,0
