province_name,district_code,district_name,area_name,area_type,gender,work_activity,age_group,count
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,10 AND ABOVE,404313
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,10 - 14,78910
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,15 - 19,59528
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,20 - 24,51859
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,25 - 29,50147
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,30 - 34,36456
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,35 - 39,28342
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,40 - 44,23170
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,45 - 49,17729
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,50 - 54,16049
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,55 - 59,13228
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,60 - 64,11358
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,65 - 69,7357
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,70 - 74,4449
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,75 AND ABOVE,5731
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,WORKING,10 AND ABOVE,69475
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,WORKING,10 - 14,3190
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,WORKING,15 - 19,4963
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,WORKING,20 - 24,8424
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,WORKING,25 - 29,10292
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,WORKING,30 - 34,8663
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,WORKING,35 - 39,7449
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,WORKING,40 - 44,6126
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,WORKING,45 - 49,4670
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,WORKING,50 - 54,4356
