province_name,district_code,district_name,area_name,area_type,gender,cnic_status,age_group,count
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,18 AND ABOVE,287718
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CNIC OBTAINED,18 AND ABOVE,240557
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CNIC NOT OBTAINED,18 AND ABOVE,47161
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,TOTAL POPULATION,18 AND ABOVE,135947
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CNIC OBTAINED,18 AND ABOVE,125533
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CNIC NOT OBTAINED,18 AND ABOVE,10414
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,TOTAL POPULATION,18 AND ABOVE,151728
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CNIC OBTAINED,18 AND ABOVE,114998
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CNIC NOT OBTAINED,18 AND ABOVE,36730
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,TOTAL POPULATION,18 AND ABOVE,43
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,CNIC OBTAINED,18 AND ABOVE,26
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,18 AND ABOVE,17
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,18 - 19,22735
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CNIC OBTAINED,18 - 19,11253
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CNIC NOT OBTAINED,18 - 19,11482
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,TOTAL POPULATION,18 - 19,11422
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CNIC OBTAINED,18 - 19,7115
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CNIC NOT OBTAINED,18 - 19,4307
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,TOTAL POPULATION,18 - 19,11308
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CNIC OBTAINED,18 - 19,4137
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CNIC NOT OBTAINED,18 - 19,7171
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,TOTAL POPULATION,18 - 19,5
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,CNIC OBTAINED,18 - 19,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,18 - 19,4
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,20 - 24,51666
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CNIC OBTAINED,20 - 24,37847
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CNIC NOT OBTAINED,20 - 24,13819
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,TOTAL POPULATION,20 - 24,24266
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CNIC OBTAINED,20 - 24,21413
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CNIC NOT OBTAINED,20 - 24,2853
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,TOTAL POPULATION,20 - 24,27395
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CNIC OBTAINED,20 - 24,16433
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CNIC NOT OBTAINED,20 - 24,10962
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,TOTAL POPULATION,20 - 24,5
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,CNIC OBTAINED,20 - 24,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,20 - 24,4
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,25 - 29,49973
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CNIC OBTAINED,25 - 29,42702
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CNIC NOT OBTAINED,25 - 29,7271
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,TOTAL POPULATION,25 - 29,22559
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CNIC OBTAINED,25 - 29,21615
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CNIC NOT OBTAINED,25 - 29,944
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,TOTAL POPULATION,25 - 29,27404
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CNIC OBTAINED,25 - 29,21082
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CNIC NOT OBTAINED,25 - 29,6322
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,TOTAL POPULATION,25 - 29,10
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,CNIC OBTAINED,25 - 29,5
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,25 - 29,5
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,30 - 34,36346
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CNIC OBTAINED,30 - 34,32350
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CNIC NOT OBTAINED,30 - 34,3996
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,TOTAL POPULATION,30 - 34,16588
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CNIC OBTAINED,30 - 34,16103
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CNIC NOT OBTAINED,30 - 34,485
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,TOTAL POPULATION,30 - 34,19754
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CNIC OBTAINED,30 - 34,16244
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CNIC NOT OBTAINED,30 - 34,3510
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,TOTAL POPULATION,30 - 34,4
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,CNIC OBTAINED,30 - 34,3
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,30 - 34,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,35 - 39,28249
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CNIC OBTAINED,35 - 39,25855
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CNIC NOT OBTAINED,35 - 39,2394
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,TOTAL POPULATION,35 - 39,13552
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CNIC OBTAINED,35 - 39,13226
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CNIC NOT OBTAINED,35 - 39,326
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,TOTAL POPULATION,35 - 39,14696
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CNIC OBTAINED,35 - 39,12628
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CNIC NOT OBTAINED,35 - 39,2068
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,TOTAL POPULATION,35 - 39,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,CNIC OBTAINED,35 - 39,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,35 - 39,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,40 - 44,23082
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CNIC OBTAINED,40 - 44,21156
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CNIC NOT OBTAINED,40 - 44,1926
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,TOTAL POPULATION,40 - 44,10776
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CNIC OBTAINED,40 - 44,10554
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CNIC NOT OBTAINED,40 - 44,222
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,TOTAL POPULATION,40 - 44,12299
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CNIC OBTAINED,40 - 44,10596
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CNIC NOT OBTAINED,40 - 44,1703
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,TOTAL POPULATION,40 - 44,7
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,CNIC OBTAINED,40 - 44,6
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,40 - 44,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,45 - 49,17677
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CNIC OBTAINED,45 - 49,16544
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CNIC NOT OBTAINED,45 - 49,1133
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,TOTAL POPULATION,45 - 49,8226
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CNIC OBTAINED,45 - 49,8086
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CNIC NOT OBTAINED,45 - 49,140
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,TOTAL POPULATION,45 - 49,9450
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CNIC OBTAINED,45 - 49,8457
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CNIC NOT OBTAINED,45 - 49,993
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,TOTAL POPULATION,45 - 49,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,CNIC OBTAINED,45 - 49,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,45 - 49,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,50 - 54,16001
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CNIC OBTAINED,50 - 54,14833
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CNIC NOT OBTAINED,50 - 54,1168
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,TOTAL POPULATION,50 - 54,7328
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CNIC OBTAINED,50 - 54,7163
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CNIC NOT OBTAINED,50 - 54,165
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,TOTAL POPULATION,50 - 54,8669
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CNIC OBTAINED,50 - 54,7666
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CNIC NOT OBTAINED,50 - 54,1003
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,TOTAL POPULATION,50 - 54,4
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,CNIC OBTAINED,50 - 54,4
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,50 - 54,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,55 - 59,13196
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CNIC OBTAINED,55 - 59,12339
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CNIC NOT OBTAINED,55 - 59,857
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,TOTAL POPULATION,55 - 59,6249
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CNIC OBTAINED,55 - 59,6103
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CNIC NOT OBTAINED,55 - 59,146
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,TOTAL POPULATION,55 - 59,6946
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CNIC OBTAINED,55 - 59,6235
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CNIC NOT OBTAINED,55 - 59,711
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,TOTAL POPULATION,55 - 59,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,CNIC OBTAINED,55 - 59,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,55 - 59,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,60 - 64,11325
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CNIC OBTAINED,60 - 64,10307
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CNIC NOT OBTAINED,60 - 64,1018
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,TOTAL POPULATION,60 - 64,5927
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CNIC OBTAINED,60 - 64,5712
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CNIC NOT OBTAINED,60 - 64,215
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,TOTAL POPULATION,60 - 64,5396
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CNIC OBTAINED,60 - 64,4594
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CNIC NOT OBTAINED,60 - 64,802
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,TOTAL POPULATION,60 - 64,2
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,CNIC OBTAINED,60 - 64,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,60 - 64,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,65 - 69,7337
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CNIC OBTAINED,65 - 69,6712
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CNIC NOT OBTAINED,65 - 69,625
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,TOTAL POPULATION,65 - 69,3906
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CNIC OBTAINED,65 - 69,3755
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CNIC NOT OBTAINED,65 - 69,151
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,TOTAL POPULATION,65 - 69,3430
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CNIC OBTAINED,65 - 69,2956
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CNIC NOT OBTAINED,65 - 69,474
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,TOTAL POPULATION,65 - 69,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,CNIC OBTAINED,65 - 69,1
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,65 - 69,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,70 - 74,4425
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CNIC OBTAINED,70 - 74,3935
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,ALL SEXES,CNIC NOT OBTAINED,70 - 74,490
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,TOTAL POPULATION,70 - 74,2497
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CNIC OBTAINED,70 - 74,2357
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,MALE,CNIC NOT OBTAINED,70 - 74,140
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,TOTAL POPULATION,70 - 74,1928
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CNIC OBTAINED,70 - 74,1578
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,FEMALE,CNIC NOT OBTAINED,70 - 74,350
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,TOTAL POPULATION,70 - 74,0
FATA,027,KURRAM AGENCY,KURRAM AGENCY,TOTAL,TRANSGENDER,CNIC OBTAINED,70 - 74,0
