province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,religious_affiliation,count
FATA,035,FR KOHAT,FR KOHAT,TOTAL,ALL SEXES,ALL AGES,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,ALL SEXES,BELOW 5 YEARS,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,ALL SEXES,05-09,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,ALL SEXES,10-14,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,ALL SEXES,15-24,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,ALL SEXES,25-34,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,ALL SEXES,35-44,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,ALL SEXES,45-54,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,ALL SEXES,55-64,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,ALL SEXES,65-74,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,ALL SEXES,75 AND ABOVE,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,ALL SEXES,ALL AGES,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,ALL SEXES,BELOW 5 YEARS,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,ALL SEXES,05-09,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,ALL SEXES,10-14,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,ALL SEXES,15-24,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,ALL SEXES,25-34,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,ALL SEXES,35-44,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,ALL SEXES,45-54,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,ALL SEXES,55-64,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,ALL SEXES,65-74,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,ALL SEXES,75 AND ABOVE,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,MALE,ALL AGES,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,MALE,BELOW 5 YEARS,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,MALE,05-09,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,MALE,10-14,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,MALE,15-24,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,MALE,25-34,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,MALE,35-44,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,MALE,45-54,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,MALE,55-64,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,MALE,65-74,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,MALE,75 AND ABOVE,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,MALE,ALL AGES,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,MALE,BELOW 5 YEARS,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,MALE,05-09,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,MALE,10-14,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,MALE,15-24,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,MALE,25-34,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,MALE,35-44,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,MALE,45-54,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,MALE,55-64,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,MALE,65-74,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,MALE,75 AND ABOVE,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,FEMALE,ALL AGES,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,FEMALE,BELOW 5 YEARS,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,FEMALE,05-09,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,FEMALE,10-14,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,FEMALE,15-24,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,FEMALE,25-34,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,FEMALE,35-44,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,FEMALE,45-54,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,FEMALE,55-64,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,FEMALE,65-74,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,FEMALE,75 AND ABOVE,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,FEMALE,ALL AGES,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,FEMALE,BELOW 5 YEARS,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,FEMALE,05-09,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,FEMALE,10-14,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,FEMALE,15-24,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,FEMALE,25-34,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,FEMALE,35-44,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,FEMALE,45-54,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,FEMALE,55-64,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,FEMALE,65-74,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,FEMALE,75 AND ABOVE,0,NON-MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,TRANSGENDER,ALL AGES,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,TRANSGENDER,BELOW 5 YEARS,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,TRANSGENDER,05-09,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,TRANSGENDER,10-14,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,TRANSGENDER,15-24,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,TRANSGENDER,25-34,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,TRANSGENDER,35-44,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,TRANSGENDER,45-54,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,TRANSGENDER,55-64,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,TRANSGENDER,65-74,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,TRANSGENDER,75 AND ABOVE,0,MUSLIM,0
FATA,035,FR KOHAT,FR KOHAT,TOTAL,TRANSGENDER,ALL AGES,0,NON-MUSLIM,0
