province_name,district_code,district_name,area_name,area_type,gender_type,total_by_gender,percent_by_gender,housing_type,total_by_housing_type,percent_by_housing_type,count
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,ALL SEXES,705362,100,REGULAR,72207,98.47,677090
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,ALL SEXES,705362,100,INSTITUTIONAL,1097,1.5,28165
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,ALL SEXES,705362,100,HOMELESS,22,0.03,107
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,ALL SEXES,705362,100,TOTAL,73326,100,705362
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,MALE,348315,49.38,REGULAR,72207,98.47,333854
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,MALE,348315,49.38,INSTITUTIONAL,1097,1.5,14401
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,MALE,348315,49.38,HOMELESS,22,0.03,60
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,MALE,348315,49.38,TOTAL,73326,100,348315
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,FEMALE,357004,50.61,REGULAR,72207,98.47,343194
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,FEMALE,357004,50.61,INSTITUTIONAL,1097,1.5,13763
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,FEMALE,357004,50.61,HOMELESS,22,0.03,47
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,FEMALE,357004,50.61,TOTAL,73326,100,357004
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,TRANSGENDER,43,0.01,REGULAR,72207,98.47,42
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,TRANSGENDER,43,0.01,INSTITUTIONAL,1097,1.5,1
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,TRANSGENDER,43,0.01,HOMELESS,22,0.03,0
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,TRANSGENDER,43,0.01,TOTAL,73326,100,43
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,RURAL,ALL SEXES,654276,100,REGULAR,66920,98.46,627853
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,RURAL,ALL SEXES,654276,100,INSTITUTIONAL,1024,1.51,26316
