province_name,district_code,district_name,area_name,locality_size,locality_count,gender,total_population
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,"1,051",ALL SEXES,1928789
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,"1,051",MALE,918346
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,"1,051",FEMALE,1010297
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,"1,051",TRANSGENDER,146
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,"5,000 AND ABOVE",66,ALL SEXES,487466
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,"5,000 AND ABOVE",66,MALE,235374
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,"5,000 AND ABOVE",66,FEMALE,252039
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,"5,000 AND ABOVE",66,TRANSGENDER,53
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,"2,000 - 4,999",265,ALL SEXES,790416
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,"2,000 - 4,999",265,MALE,375562
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,"2,000 - 4,999",265,FEMALE,414804
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,"2,000 - 4,999",265,TRANSGENDER,50
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,"1,000 - 1,999",315,ALL SEXES,446967
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,"1,000 - 1,999",315,MALE,211031
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,"1,000 - 1,999",315,FEMALE,235900
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,"1,000 - 1,999",315,TRANSGENDER,36
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,500 - 999,226,ALL SEXES,168943
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,500 - 999,226,MALE,79731
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,500 - 999,226,FEMALE,89206
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,500 - 999,226,TRANSGENDER,6
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,200 - 499,86,ALL SEXES,30865
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,200 - 499,86,MALE,14651
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,200 - 499,86,FEMALE,16213
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,200 - 499,86,TRANSGENDER,1
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,LESS THAN 200,64,ALL SEXES,4132
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,LESS THAN 200,64,MALE,1997
