province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,literacy_ratio,literacy_status,count
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,ALL SEXES,10 AND ABOVE,309564,30.39,ILLITERATE,215495
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,ALL SEXES,10 - 14,66910,47.11,ILLITERATE,35387
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,ALL SEXES,15 - 19,47460,40.77,ILLITERATE,28111
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,ALL SEXES,20 - 24,40901,31.55,ILLITERATE,27998
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,ALL SEXES,25 - 29,33649,28,ILLITERATE,24228
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,ALL SEXES,30 - 34,26308,25.46,ILLITERATE,19611
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,ALL SEXES,35 - 39,20198,22.22,ILLITERATE,15709
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,ALL SEXES,40 - 44,16793,18.6,ILLITERATE,13670
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,ALL SEXES,45 - 49,13507,16.26,ILLITERATE,11311
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,ALL SEXES,50 - 54,12158,12.99,ILLITERATE,10579
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,ALL SEXES,55 - 59,9671,11.32,ILLITERATE,8576
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,ALL SEXES,60 - 64,7722,9.03,ILLITERATE,7025
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,ALL SEXES,65 - 69,5188,7.42,ILLITERATE,4803
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,ALL SEXES,70 - 74,3825,6.51,ILLITERATE,3576
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,ALL SEXES,75 AND ABOVE,5274,6.88,ILLITERATE,4911
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,ALL SEXES,10 AND ABOVE,309564,30.39,TOTAL LITERATE,94069
