province_name,district_code,district_name,area_name,area_type,gender,marital_status,age_group,count
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,ALL SEXES,TOTAL,15 AND ABOVE,996957
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,ALL SEXES,TOTAL,15-19,172053
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,ALL SEXES,TOTAL,20-24,146390
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,ALL SEXES,TOTAL,25-29,129862
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,ALL SEXES,TOTAL,30-34,105825
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,ALL SEXES,TOTAL,35-39,98086
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,ALL SEXES,TOTAL,40-44,74217
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,ALL SEXES,TOTAL,45-49,67558
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,ALL SEXES,TOTAL,50-54,60958
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,ALL SEXES,TOTAL,55-59,40225
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,ALL SEXES,TOTAL,60-64,34942
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,ALL SEXES,TOTAL,65-69,26166
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,ALL SEXES,TOTAL,70-74,18171
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,ALL SEXES,TOTAL,75 AND ABOVE,22504
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,ALL SEXES,NEVER MARRIED,15 AND ABOVE,304781
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,ALL SEXES,NEVER MARRIED,15-19,152967
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,ALL SEXES,NEVER MARRIED,20-24,83991
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,ALL SEXES,NEVER MARRIED,25-29,37908
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,ALL SEXES,NEVER MARRIED,30-34,14047
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,ALL SEXES,NEVER MARRIED,35-39,6517
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,ALL SEXES,NEVER MARRIED,40-44,2934
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,ALL SEXES,NEVER MARRIED,45-49,1826
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,ALL SEXES,NEVER MARRIED,50-54,1524
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,ALL SEXES,NEVER MARRIED,55-59,955
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,ALL SEXES,NEVER MARRIED,60-64,835
