province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,literacy_ratio,literacy_status,count
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,97565,25.86,ILLITERATE,72335
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,ALL SEXES,10 - 14,21281,34.97,ILLITERATE,13838
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,ALL SEXES,15 - 19,14186,34.13,ILLITERATE,9345
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,ALL SEXES,20 - 24,10556,30.39,ILLITERATE,7348
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,ALL SEXES,25 - 29,10718,25.38,ILLITERATE,7998
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,ALL SEXES,30 - 34,8407,24.43,ILLITERATE,6353
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,ALL SEXES,35 - 39,7628,22.44,ILLITERATE,5916
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,ALL SEXES,40 - 44,5899,16.92,ILLITERATE,4901
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,ALL SEXES,45 - 49,5296,14.6,ILLITERATE,4523
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,ALL SEXES,50 - 54,3482,14.22,ILLITERATE,2987
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,ALL SEXES,55 - 59,2885,12.44,ILLITERATE,2526
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,ALL SEXES,60 - 64,2441,10.61,ILLITERATE,2182
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,ALL SEXES,65 - 69,2007,7.72,ILLITERATE,1852
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,ALL SEXES,70 - 74,1173,7.25,ILLITERATE,1088
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,1606,7.97,ILLITERATE,1478
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,97565,25.86,TOTAL LITERATE,25230
