province_name,district_code,district_name,area_name,area_type,gender_type,total_by_gender,percent_by_gender,housing_type,total_by_housing_type,percent_by_housing_type,count
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,ALL SEXES,3894938,100,REGULAR,573346,99.4,3841460
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,ALL SEXES,3894938,100,INSTITUTIONAL,3362,0.58,53164
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,ALL SEXES,3894938,100,HOMELESS,86,0.01,314
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,ALL SEXES,3894938,100,TOTAL,576794,100,3894938
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,MALE,1921289,49.33,REGULAR,573346,99.4,1882364
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,MALE,1921289,49.33,INSTITUTIONAL,3362,0.58,38740
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,MALE,1921289,49.33,HOMELESS,86,0.01,185
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,MALE,1921289,49.33,TOTAL,576794,100,1921289
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,FEMALE,1973150,50.66,REGULAR,573346,99.4,1958630
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,FEMALE,1973150,50.66,INSTITUTIONAL,3362,0.58,14391
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,FEMALE,1973150,50.66,HOMELESS,86,0.01,129
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,FEMALE,1973150,50.66,TOTAL,576794,100,1973150
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,TRANSGENDER,499,0.01,REGULAR,573346,99.4,466
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,TRANSGENDER,499,0.01,INSTITUTIONAL,3362,0.58,33
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,TRANSGENDER,499,0.01,HOMELESS,86,0.01,0
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,TRANSGENDER,499,0.01,TOTAL,576794,100,499
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,RURAL,ALL SEXES,2750403,100,REGULAR,400633,99.52,2729428
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,RURAL,ALL SEXES,2750403,100,INSTITUTIONAL,1874,0.47,20721
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,RURAL,ALL SEXES,2750403,100,HOMELESS,56,0.01,254
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,RURAL,ALL SEXES,2750403,100,TOTAL,402563,100,2750403
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,RURAL,MALE,1344920,48.9,REGULAR,400633,99.52,1332547
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,RURAL,MALE,1344920,48.9,INSTITUTIONAL,1874,0.47,12225
