province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,religious_affiliation,count
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,ALL SEXES,ALL AGES,314,MUSLIM,310
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,44,MUSLIM,44
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,ALL SEXES,05-09,51,MUSLIM,51
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,ALL SEXES,10-14,26,MUSLIM,26
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,ALL SEXES,15-24,52,MUSLIM,52
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,ALL SEXES,25-34,49,MUSLIM,48
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,ALL SEXES,35-44,38,MUSLIM,37
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,ALL SEXES,45-54,20,MUSLIM,20
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,ALL SEXES,55-64,18,MUSLIM,18
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,ALL SEXES,65-74,11,MUSLIM,9
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,5,MUSLIM,5
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,ALL SEXES,ALL AGES,314,NON-MUSLIM,4
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,44,NON-MUSLIM,0
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,ALL SEXES,05-09,51,NON-MUSLIM,0
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,ALL SEXES,10-14,26,NON-MUSLIM,0
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,ALL SEXES,15-24,52,NON-MUSLIM,0
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,ALL SEXES,25-34,49,NON-MUSLIM,1
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,ALL SEXES,35-44,38,NON-MUSLIM,1
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,ALL SEXES,45-54,20,NON-MUSLIM,0
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,ALL SEXES,55-64,18,NON-MUSLIM,0
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,ALL SEXES,65-74,11,NON-MUSLIM,2
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,5,NON-MUSLIM,0
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,MALE,ALL AGES,185,MUSLIM,182
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,MALE,BELOW 5 YEARS,21,MUSLIM,21
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,MALE,05-09,26,MUSLIM,26
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,MALE,10-14,13,MUSLIM,13
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,MALE,15-24,32,MUSLIM,32
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,MALE,25-34,32,MUSLIM,31
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,MALE,35-44,27,MUSLIM,26
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,MALE,45-54,13,MUSLIM,13
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,MALE,55-64,11,MUSLIM,11
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,MALE,65-74,8,MUSLIM,7
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,MALE,75 AND ABOVE,2,MUSLIM,2
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,MALE,ALL AGES,185,NON-MUSLIM,3
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,MALE,BELOW 5 YEARS,21,NON-MUSLIM,0
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,MALE,05-09,26,NON-MUSLIM,0
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,MALE,10-14,13,NON-MUSLIM,0
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,MALE,15-24,32,NON-MUSLIM,0
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,MALE,25-34,32,NON-MUSLIM,1
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,MALE,35-44,27,NON-MUSLIM,1
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,MALE,45-54,13,NON-MUSLIM,0
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,MALE,55-64,11,NON-MUSLIM,0
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,MALE,65-74,8,NON-MUSLIM,1
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,MALE,75 AND ABOVE,2,NON-MUSLIM,0
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,FEMALE,ALL AGES,129,MUSLIM,128
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,FEMALE,BELOW 5 YEARS,23,MUSLIM,23
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,FEMALE,05-09,25,MUSLIM,25
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,FEMALE,10-14,13,MUSLIM,13
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,FEMALE,15-24,20,MUSLIM,20
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,FEMALE,25-34,17,MUSLIM,17
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,FEMALE,35-44,11,MUSLIM,11
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,FEMALE,45-54,7,MUSLIM,7
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,FEMALE,55-64,7,MUSLIM,7
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,FEMALE,65-74,3,MUSLIM,2
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,FEMALE,75 AND ABOVE,3,MUSLIM,3
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,FEMALE,ALL AGES,129,NON-MUSLIM,1
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,FEMALE,BELOW 5 YEARS,23,NON-MUSLIM,0
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,FEMALE,05-09,25,NON-MUSLIM,0
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,FEMALE,10-14,13,NON-MUSLIM,0
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,FEMALE,15-24,20,NON-MUSLIM,0
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,FEMALE,25-34,17,NON-MUSLIM,0
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,FEMALE,35-44,11,NON-MUSLIM,0
