province_name,district_code,district_name,area_name,area_type,gender,work_activity,age_group,count
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,10 AND ABOVE,161605
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,10 - 14,34384
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,15 - 19,23976
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,20 - 24,19531
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,25 - 29,19740
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,30 - 34,14928
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,35 - 39,10495
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,40 - 44,8800
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,45 - 49,7271
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,50 - 54,6439
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,55 - 59,5164
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,60 - 64,4253
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,65 - 69,2924
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,70 - 74,1659
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,75 AND ABOVE,2041
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,ALL SEXES,WORKING,10 AND ABOVE,26980
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,ALL SEXES,WORKING,10 - 14,934
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,ALL SEXES,WORKING,15 - 19,1861
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,ALL SEXES,WORKING,20 - 24,3579
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,ALL SEXES,WORKING,25 - 29,4146
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,ALL SEXES,WORKING,30 - 34,3719
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,ALL SEXES,WORKING,35 - 39,2686
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,ALL SEXES,WORKING,40 - 44,2330
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,ALL SEXES,WORKING,45 - 49,1869
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,ALL SEXES,WORKING,50 - 54,1676
