province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,work_status,count
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,ALL AGES,1125,WORKING,128
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,223,WORKING,0
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,05-09,231,WORKING,0
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,10-14,127,WORKING,22
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,15-24,174,WORKING,35
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,25-34,148,WORKING,17
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,35-44,105,WORKING,26
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,45-54,57,WORKING,15
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,55-64,27,WORKING,8
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,65-74,21,WORKING,3
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,12,WORKING,2
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,ALL AGES,1125,OTHER,175
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,223,OTHER,0
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,05-09,231,OTHER,0
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,10-14,127,OTHER,27
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,15-24,174,OTHER,39
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,25-34,148,OTHER,45
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,35-44,105,OTHER,33
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,45-54,57,OTHER,13
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,55-64,27,OTHER,10
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,65-74,21,OTHER,5
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,12,OTHER,3
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,ALL AGES,609,WORKING,103
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,BELOW 5 YEARS,108,WORKING,0
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,05-09,122,WORKING,0
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,10-14,79,WORKING,18
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,15-24,93,WORKING,25
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,25-34,79,WORKING,15
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,35-44,61,WORKING,20
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,45-54,35,WORKING,14
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,55-64,18,WORKING,7
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,65-74,7,WORKING,2
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,75 AND ABOVE,7,WORKING,2
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,ALL AGES,609,OTHER,134
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,BELOW 5 YEARS,108,OTHER,0
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,05-09,122,OTHER,0
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,10-14,79,OTHER,19
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,15-24,93,OTHER,31
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,25-34,79,OTHER,37
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,35-44,61,OTHER,26
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,45-54,35,OTHER,10
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,55-64,18,OTHER,6
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,65-74,7,OTHER,4
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,75 AND ABOVE,7,OTHER,1
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,ALL AGES,515,WORKING,25
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,BELOW 5 YEARS,115,WORKING,0
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,05-09,109,WORKING,0
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,10-14,48,WORKING,4
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,15-24,81,WORKING,10
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,25-34,68,WORKING,2
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,35-44,44,WORKING,6
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,45-54,22,WORKING,1
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,55-64,9,WORKING,1
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,65-74,14,WORKING,1
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,75 AND ABOVE,5,WORKING,0
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,ALL AGES,515,OTHER,41
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,BELOW 5 YEARS,115,OTHER,0
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,05-09,109,OTHER,0
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,10-14,48,OTHER,8
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,15-24,81,OTHER,8
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,25-34,68,OTHER,8
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,35-44,44,OTHER,7
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,45-54,22,OTHER,3
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,55-64,9,OTHER,4
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,65-74,14,OTHER,1
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,75 AND ABOVE,5,OTHER,2
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,TRANSGENDER,ALL AGES,1,WORKING,0
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,TRANSGENDER,BELOW 5 YEARS,0,WORKING,0
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,TRANSGENDER,05-09,0,WORKING,0
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,TRANSGENDER,10-14,0,WORKING,0
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,TRANSGENDER,15-24,0,WORKING,0
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,TRANSGENDER,25-34,1,WORKING,0
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,TRANSGENDER,35-44,0,WORKING,0
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,TRANSGENDER,45-54,0,WORKING,0
