province_name,district_code,district_name,area_name,area_type,gender,mother_tongue,count
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,ALL SEXES,TOTAL,1073469
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,ALL SEXES,URDU,19277
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,ALL SEXES,PUNJABI,32384
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,ALL SEXES,SINDHI,1002953
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,ALL SEXES,PUSHTO,4290
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,ALL SEXES,BALOCHI,2259
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,ALL SEXES,KASHMIRI,116
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,ALL SEXES,SARAIKI,4291
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,ALL SEXES,HINDKO,2523
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,ALL SEXES,BRAHVI,1596
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,ALL SEXES,OTHER,3780
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,MALE,TOTAL,556470
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,MALE,URDU,9981
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,MALE,PUNJABI,17114
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,MALE,SINDHI,519583
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,MALE,PUSHTO,2348
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,MALE,BALOCHI,1181
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,MALE,KASHMIRI,56
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,MALE,SARAIKI,2186
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,MALE,HINDKO,1320
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,MALE,BRAHVI,814
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,MALE,OTHER,1887
