province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,literate_over_ten_count
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,ALL SEXES,ALL AGES,270,21
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,27,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,ALL SEXES,05-09,40,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,ALL SEXES,10-14,30,1
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,ALL SEXES,15-24,49,5
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,ALL SEXES,25-34,26,2
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,ALL SEXES,35-44,29,5
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,ALL SEXES,45-54,21,2
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,ALL SEXES,55-64,22,2
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,ALL SEXES,65-74,17,3
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,9,1
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,MALE,ALL AGES,149,20
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,MALE,BELOW 5 YEARS,19,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,MALE,05-09,24,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,MALE,10-14,16,1
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,MALE,15-24,30,5
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,MALE,25-34,13,2
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,MALE,35-44,17,5
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,MALE,45-54,10,2
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,MALE,55-64,10,2
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,MALE,65-74,7,3
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,MALE,75 AND ABOVE,3,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,FEMALE,ALL AGES,121,1
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,FEMALE,BELOW 5 YEARS,8,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,FEMALE,05-09,16,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,FEMALE,10-14,14,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,FEMALE,15-24,19,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,FEMALE,25-34,13,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,FEMALE,35-44,12,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,FEMALE,45-54,11,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,FEMALE,55-64,12,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,FEMALE,65-74,10,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,FEMALE,75 AND ABOVE,6,1
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,TRANSGENDER,ALL AGES,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,TRANSGENDER,BELOW 5 YEARS,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,TRANSGENDER,05-09,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,TRANSGENDER,10-14,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,TRANSGENDER,15-24,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,TRANSGENDER,25-34,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,TRANSGENDER,35-44,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,TRANSGENDER,45-54,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,TRANSGENDER,55-64,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,TRANSGENDER,65-74,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,TRANSGENDER,75 AND ABOVE,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,ALL SEXES,ALL AGES,207,14
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,ALL SEXES,BELOW 5 YEARS,20,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,ALL SEXES,05-09,30,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,ALL SEXES,10-14,23,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,ALL SEXES,15-24,38,3
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,ALL SEXES,25-34,22,2
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,ALL SEXES,35-44,23,2
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,ALL SEXES,45-54,17,2
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,ALL SEXES,55-64,16,2
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,ALL SEXES,65-74,11,2
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,ALL SEXES,75 AND ABOVE,7,1
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,MALE,ALL AGES,113,13
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,MALE,BELOW 5 YEARS,16,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,MALE,05-09,18,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,MALE,10-14,10,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,MALE,15-24,23,3
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,MALE,25-34,10,2
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,MALE,35-44,11,2
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,MALE,45-54,9,2
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,MALE,55-64,9,2
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,MALE,65-74,4,2
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,MALE,75 AND ABOVE,3,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,FEMALE,ALL AGES,94,1
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,FEMALE,BELOW 5 YEARS,4,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,FEMALE,05-09,12,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,FEMALE,10-14,13,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,FEMALE,15-24,15,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,FEMALE,25-34,12,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,FEMALE,35-44,12,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,FEMALE,45-54,8,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,FEMALE,55-64,7,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,FEMALE,65-74,7,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,FEMALE,75 AND ABOVE,4,1
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,TRANSGENDER,ALL AGES,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,TRANSGENDER,BELOW 5 YEARS,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,TRANSGENDER,05-09,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,TRANSGENDER,10-14,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,TRANSGENDER,15-24,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,TRANSGENDER,25-34,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,TRANSGENDER,35-44,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,TRANSGENDER,45-54,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,TRANSGENDER,55-64,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,TRANSGENDER,65-74,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,TRANSGENDER,75 AND ABOVE,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,ALL SEXES,ALL AGES,63,7
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,ALL SEXES,BELOW 5 YEARS,7,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,ALL SEXES,05-09,10,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,ALL SEXES,10-14,7,1
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,ALL SEXES,15-24,11,2
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,ALL SEXES,25-34,4,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,ALL SEXES,35-44,6,3
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,ALL SEXES,45-54,4,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,ALL SEXES,55-64,6,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,ALL SEXES,65-74,6,1
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,ALL SEXES,75 AND ABOVE,2,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,MALE,ALL AGES,36,7
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,MALE,BELOW 5 YEARS,3,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,MALE,05-09,6,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,MALE,10-14,6,1
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,MALE,15-24,7,2
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,MALE,25-34,3,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,MALE,35-44,6,3
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,MALE,45-54,1,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,MALE,55-64,1,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,MALE,65-74,3,1
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,MALE,75 AND ABOVE,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,FEMALE,ALL AGES,27,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,FEMALE,BELOW 5 YEARS,4,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,FEMALE,05-09,4,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,FEMALE,10-14,1,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,FEMALE,15-24,4,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,FEMALE,25-34,1,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,FEMALE,35-44,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,FEMALE,45-54,3,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,FEMALE,55-64,5,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,FEMALE,65-74,3,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,FEMALE,75 AND ABOVE,2,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,TRANSGENDER,ALL AGES,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,TRANSGENDER,BELOW 5 YEARS,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,TRANSGENDER,05-09,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,TRANSGENDER,10-14,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,TRANSGENDER,15-24,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,TRANSGENDER,25-34,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,TRANSGENDER,35-44,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,TRANSGENDER,45-54,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,TRANSGENDER,55-64,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,TRANSGENDER,65-74,0,0
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,TRANSGENDER,75 AND ABOVE,0,0
