province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,literacy_ratio,literacy_status,count
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,ALL SEXES,10 AND ABOVE,429852,34.46,ILLITERATE,281713
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,ALL SEXES,10 - 14,90163,50.45,ILLITERATE,44675
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,ALL SEXES,15 - 19,62379,44.71,ILLITERATE,34491
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,ALL SEXES,20 - 24,54588,34.86,ILLITERATE,35558
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,ALL SEXES,25 - 29,48874,32.63,ILLITERATE,32928
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,ALL SEXES,30 - 34,38525,29.83,ILLITERATE,27032
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,ALL SEXES,35 - 39,31177,26.77,ILLITERATE,22831
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,ALL SEXES,40 - 44,25583,23.84,ILLITERATE,19484
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,ALL SEXES,45 - 49,19071,20.16,ILLITERATE,15226
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,ALL SEXES,50 - 54,16673,18.56,ILLITERATE,13579
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,ALL SEXES,55 - 59,13236,17.55,ILLITERATE,10913
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,ALL SEXES,60 - 64,11511,16.31,ILLITERATE,9633
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,ALL SEXES,65 - 69,7807,16.13,ILLITERATE,6548
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,ALL SEXES,70 - 74,4648,14.33,ILLITERATE,3982
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,ALL SEXES,75 AND ABOVE,5617,13.96,ILLITERATE,4833
