province_name,district_code,district_name,area_name,area_type,gender,work_activity,age_group,count
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,10 AND ABOVE,146015
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,10 - 14,30712
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,15 - 19,23268
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,20 - 24,18074
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,25 - 29,17085
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,30 - 34,13968
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,35 - 39,11927
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,40 - 44,7495
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,45 - 49,6447
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,50 - 54,4998
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,55 - 59,3408
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,60 - 64,3089
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,65 - 69,2193
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,70 - 74,1423
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,75 AND ABOVE,1928
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,WORKING,10 AND ABOVE,21157
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,WORKING,10 - 14,1353
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,WORKING,15 - 19,1792
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,WORKING,20 - 24,2355
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,WORKING,25 - 29,2890
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,WORKING,30 - 34,2778
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,WORKING,35 - 39,2684
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,WORKING,40 - 44,1697
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,WORKING,45 - 49,1536
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,WORKING,50 - 54,1288
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,WORKING,55 - 59,874
