province_name,district_code,district_name,area_name,area_type,gender,cnic_status,age_group,count
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,18 AND ABOVE,527924
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,ALL SEXES,CNIC OBTAINED,18 AND ABOVE,411191
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,ALL SEXES,CNIC NOT OBTAINED,18 AND ABOVE,116733
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,MALE,TOTAL POPULATION,18 AND ABOVE,277887
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,MALE,CNIC OBTAINED,18 AND ABOVE,236565
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,MALE,CNIC NOT OBTAINED,18 AND ABOVE,41322
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,FEMALE,TOTAL POPULATION,18 AND ABOVE,249910
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,FEMALE,CNIC OBTAINED,18 AND ABOVE,174539
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,FEMALE,CNIC NOT OBTAINED,18 AND ABOVE,75371
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,TRANSGENDER,TOTAL POPULATION,18 AND ABOVE,127
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,TRANSGENDER,CNIC OBTAINED,18 AND ABOVE,87
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,18 AND ABOVE,40
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,18 - 19,39940
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,ALL SEXES,CNIC OBTAINED,18 - 19,13435
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,ALL SEXES,CNIC NOT OBTAINED,18 - 19,26505
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,MALE,TOTAL POPULATION,18 - 19,21155
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,MALE,CNIC OBTAINED,18 - 19,8810
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,MALE,CNIC NOT OBTAINED,18 - 19,12345
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,FEMALE,TOTAL POPULATION,18 - 19,18775
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,FEMALE,CNIC OBTAINED,18 - 19,4622
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,FEMALE,CNIC NOT OBTAINED,18 - 19,14153
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,TRANSGENDER,TOTAL POPULATION,18 - 19,10
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,TRANSGENDER,CNIC OBTAINED,18 - 19,3
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,18 - 19,7
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,20 - 24,87893
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,ALL SEXES,CNIC OBTAINED,20 - 24,51981
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,ALL SEXES,CNIC NOT OBTAINED,20 - 24,35912
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,MALE,TOTAL POPULATION,20 - 24,46880
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,MALE,CNIC OBTAINED,20 - 24,33697
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,MALE,CNIC NOT OBTAINED,20 - 24,13183
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,FEMALE,TOTAL POPULATION,20 - 24,41003
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,FEMALE,CNIC OBTAINED,20 - 24,18277
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,FEMALE,CNIC NOT OBTAINED,20 - 24,22726
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,TRANSGENDER,TOTAL POPULATION,20 - 24,10
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,TRANSGENDER,CNIC OBTAINED,20 - 24,7
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,20 - 24,3
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,25 - 29,81228
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,ALL SEXES,CNIC OBTAINED,25 - 29,62523
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,ALL SEXES,CNIC NOT OBTAINED,25 - 29,18705
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,MALE,TOTAL POPULATION,25 - 29,41950
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,MALE,CNIC OBTAINED,25 - 29,36578
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,MALE,CNIC NOT OBTAINED,25 - 29,5372
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,FEMALE,TOTAL POPULATION,25 - 29,39258
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,FEMALE,CNIC OBTAINED,25 - 29,25932
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,FEMALE,CNIC NOT OBTAINED,25 - 29,13326
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,TRANSGENDER,TOTAL POPULATION,25 - 29,20
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,TRANSGENDER,CNIC OBTAINED,25 - 29,13
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,25 - 29,7
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,30 - 34,71076
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,ALL SEXES,CNIC OBTAINED,30 - 34,59996
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,ALL SEXES,CNIC NOT OBTAINED,30 - 34,11080
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,MALE,TOTAL POPULATION,30 - 34,36667
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,MALE,CNIC OBTAINED,30 - 34,33864
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,MALE,CNIC NOT OBTAINED,30 - 34,2803
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,FEMALE,TOTAL POPULATION,30 - 34,34395
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,FEMALE,CNIC OBTAINED,30 - 34,26120
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,FEMALE,CNIC NOT OBTAINED,30 - 34,8275
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,TRANSGENDER,TOTAL POPULATION,30 - 34,14
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,TRANSGENDER,CNIC OBTAINED,30 - 34,12
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,30 - 34,2
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,35 - 39,60815
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,ALL SEXES,CNIC OBTAINED,35 - 39,54094
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,ALL SEXES,CNIC NOT OBTAINED,35 - 39,6721
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,MALE,TOTAL POPULATION,35 - 39,32465
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,MALE,CNIC OBTAINED,35 - 39,30622
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,MALE,CNIC NOT OBTAINED,35 - 39,1843
