province_name,district_code,district_name,area_name,area_type,gender,total_population,literacy_ratio,literacy_status,count
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,ALL SEXES,1165380,74.64,ILLITERATE,295502
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,ALL SEXES,1165380,74.64,TOTAL LITERATE,869878
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,ALL SEXES,1165380,74.64,FORMAL LITERATE,863192
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,ALL SEXES,1165380,74.64,INFORMAL LITERATE,6686
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,MALE,554530,84.64,ILLITERATE,85177
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,MALE,554530,84.64,TOTAL LITERATE,469353
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,MALE,554530,84.64,FORMAL LITERATE,466894
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,MALE,554530,84.64,INFORMAL LITERATE,2459
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,FEMALE,610731,65.57,ILLITERATE,210275
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,FEMALE,610731,65.57,TOTAL LITERATE,400456
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,FEMALE,610731,65.57,FORMAL LITERATE,396231
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,FEMALE,610731,65.57,INFORMAL LITERATE,4225
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,TRANSGENDER,119,57.98,ILLITERATE,50
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,TRANSGENDER,119,57.98,TOTAL LITERATE,69
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,TRANSGENDER,119,57.98,FORMAL LITERATE,67
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,TRANSGENDER,119,57.98,INFORMAL LITERATE,2
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,RURAL,ALL SEXES,945335,73.17,ILLITERATE,253612
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,RURAL,ALL SEXES,945335,73.17,TOTAL LITERATE,691723
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,RURAL,ALL SEXES,945335,73.17,FORMAL LITERATE,686250
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,RURAL,ALL SEXES,945335,73.17,INFORMAL LITERATE,5473
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,RURAL,MALE,445582,84.21,ILLITERATE,70361
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,RURAL,MALE,445582,84.21,TOTAL LITERATE,375221
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,RURAL,MALE,445582,84.21,FORMAL LITERATE,373231
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,RURAL,MALE,445582,84.21,INFORMAL LITERATE,1990
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,RURAL,FEMALE,499685,63.33,ILLITERATE,183219
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,RURAL,FEMALE,499685,63.33,TOTAL LITERATE,316466
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,RURAL,FEMALE,499685,63.33,FORMAL LITERATE,312985
