province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,religious_affiliation,count
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,ALL SEXES,ALL AGES,199,MUSLIM,199
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,20,MUSLIM,20
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,ALL SEXES,05-09,11,MUSLIM,11
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,ALL SEXES,10-14,17,MUSLIM,17
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,ALL SEXES,15-24,39,MUSLIM,39
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,ALL SEXES,25-34,49,MUSLIM,49
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,ALL SEXES,35-44,28,MUSLIM,28
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,ALL SEXES,45-54,13,MUSLIM,13
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,ALL SEXES,55-64,12,MUSLIM,12
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,ALL SEXES,65-74,6,MUSLIM,6
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,4,MUSLIM,4
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,ALL SEXES,ALL AGES,199,NON-MUSLIM,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,20,NON-MUSLIM,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,ALL SEXES,05-09,11,NON-MUSLIM,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,ALL SEXES,10-14,17,NON-MUSLIM,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,ALL SEXES,15-24,39,NON-MUSLIM,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,ALL SEXES,25-34,49,NON-MUSLIM,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,ALL SEXES,35-44,28,NON-MUSLIM,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,ALL SEXES,45-54,13,NON-MUSLIM,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,ALL SEXES,55-64,12,NON-MUSLIM,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,ALL SEXES,65-74,6,NON-MUSLIM,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,4,NON-MUSLIM,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,MALE,ALL AGES,143,MUSLIM,143
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,MALE,BELOW 5 YEARS,13,MUSLIM,13
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,MALE,05-09,8,MUSLIM,8
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,MALE,10-14,12,MUSLIM,12
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,MALE,15-24,28,MUSLIM,28
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,MALE,25-34,36,MUSLIM,36
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,MALE,35-44,21,MUSLIM,21
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,MALE,45-54,9,MUSLIM,9
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,MALE,55-64,10,MUSLIM,10
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,MALE,65-74,3,MUSLIM,3
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,MALE,75 AND ABOVE,3,MUSLIM,3
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,MALE,ALL AGES,143,NON-MUSLIM,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,MALE,BELOW 5 YEARS,13,NON-MUSLIM,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,MALE,05-09,8,NON-MUSLIM,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,MALE,10-14,12,NON-MUSLIM,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,MALE,15-24,28,NON-MUSLIM,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,MALE,25-34,36,NON-MUSLIM,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,MALE,35-44,21,NON-MUSLIM,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,MALE,45-54,9,NON-MUSLIM,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,MALE,55-64,10,NON-MUSLIM,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,MALE,65-74,3,NON-MUSLIM,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,MALE,75 AND ABOVE,3,NON-MUSLIM,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,FEMALE,ALL AGES,56,MUSLIM,56
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,FEMALE,BELOW 5 YEARS,7,MUSLIM,7
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,FEMALE,05-09,3,MUSLIM,3
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,FEMALE,10-14,5,MUSLIM,5
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,FEMALE,15-24,11,MUSLIM,11
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,FEMALE,25-34,13,MUSLIM,13
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,FEMALE,35-44,7,MUSLIM,7
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,FEMALE,45-54,4,MUSLIM,4
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,FEMALE,55-64,2,MUSLIM,2
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,FEMALE,65-74,3,MUSLIM,3
