province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,work_status,count
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,ALL AGES,234,WORKING,34
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,43,WORKING,0
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,05-09,27,WORKING,0
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,10-14,20,WORKING,0
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,15-24,49,WORKING,6
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,25-34,39,WORKING,11
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,35-44,17,WORKING,7
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,45-54,17,WORKING,5
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,55-64,11,WORKING,3
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,65-74,5,WORKING,2
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,6,WORKING,0
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,ALL AGES,234,OTHER,43
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,43,OTHER,0
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,05-09,27,OTHER,0
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,10-14,20,OTHER,4
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,15-24,49,OTHER,11
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,25-34,39,OTHER,12
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,35-44,17,OTHER,4
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,45-54,17,OTHER,3
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,55-64,11,OTHER,7
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,65-74,5,OTHER,2
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,6,OTHER,0
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,MALE,ALL AGES,127,WORKING,28
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,MALE,BELOW 5 YEARS,20,WORKING,0
