province_name,district_code,district_name,area_name,area_type,gender,total_population,literacy_ratio,literacy_status,count
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,1446537,66.91,ILLITERATE,478657
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,1446537,66.91,TOTAL LITERATE,967880
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,1446537,66.91,FORMAL LITERATE,960437
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,1446537,66.91,INFORMAL LITERATE,7443
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,MALE,712287,78.7,ILLITERATE,151688
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,MALE,712287,78.7,TOTAL LITERATE,560599
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,MALE,712287,78.7,FORMAL LITERATE,557622
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,MALE,712287,78.7,INFORMAL LITERATE,2977
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,FEMALE,734119,55.47,ILLITERATE,326893
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,FEMALE,734119,55.47,TOTAL LITERATE,407226
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,FEMALE,734119,55.47,FORMAL LITERATE,402765
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,FEMALE,734119,55.47,INFORMAL LITERATE,4461
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,TRANSGENDER,131,41.98,ILLITERATE,76
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,TRANSGENDER,131,41.98,TOTAL LITERATE,55
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,TRANSGENDER,131,41.98,FORMAL LITERATE,50
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,TRANSGENDER,131,41.98,INFORMAL LITERATE,5
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,RURAL,ALL SEXES,1069996,63.24,ILLITERATE,393289
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,RURAL,ALL SEXES,1069996,63.24,TOTAL LITERATE,676707
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,RURAL,ALL SEXES,1069996,63.24,FORMAL LITERATE,671660
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,RURAL,ALL SEXES,1069996,63.24,INFORMAL LITERATE,5047
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,RURAL,MALE,520824,76.17,ILLITERATE,124087
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,RURAL,MALE,520824,76.17,TOTAL LITERATE,396737
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,RURAL,MALE,520824,76.17,FORMAL LITERATE,394637
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,RURAL,MALE,520824,76.17,INFORMAL LITERATE,2100
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,RURAL,FEMALE,549094,50.98,ILLITERATE,269152
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,RURAL,FEMALE,549094,50.98,TOTAL LITERATE,279942
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,RURAL,FEMALE,549094,50.98,FORMAL LITERATE,276998
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,RURAL,FEMALE,549094,50.98,INFORMAL LITERATE,2944
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,RURAL,TRANSGENDER,78,35.9,ILLITERATE,50
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,RURAL,TRANSGENDER,78,35.9,TOTAL LITERATE,28
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,RURAL,TRANSGENDER,78,35.9,FORMAL LITERATE,25
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,RURAL,TRANSGENDER,78,35.9,INFORMAL LITERATE,3
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,URBAN,ALL SEXES,376541,77.33,ILLITERATE,85368
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,URBAN,ALL SEXES,376541,77.33,TOTAL LITERATE,291173
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,URBAN,ALL SEXES,376541,77.33,FORMAL LITERATE,288777
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,URBAN,ALL SEXES,376541,77.33,INFORMAL LITERATE,2396
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,URBAN,MALE,191463,85.58,ILLITERATE,27601
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,URBAN,MALE,191463,85.58,TOTAL LITERATE,163862
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,URBAN,MALE,191463,85.58,FORMAL LITERATE,162985
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,URBAN,MALE,191463,85.58,INFORMAL LITERATE,877
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,URBAN,FEMALE,185025,68.79,ILLITERATE,57741
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,URBAN,FEMALE,185025,68.79,TOTAL LITERATE,127284
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,URBAN,FEMALE,185025,68.79,FORMAL LITERATE,125767
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,URBAN,FEMALE,185025,68.79,INFORMAL LITERATE,1517
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,URBAN,TRANSGENDER,53,50.94,ILLITERATE,26
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,URBAN,TRANSGENDER,53,50.94,TOTAL LITERATE,27
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,URBAN,TRANSGENDER,53,50.94,FORMAL LITERATE,25
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,URBAN,TRANSGENDER,53,50.94,INFORMAL LITERATE,2
PUNJAB,039,ATTOCK DISTRICT,ATTOCK TEHSIL,TOTAL,ALL SEXES,334373,74.76,ILLITERATE,84400
