province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,work_status,count
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,ALL AGES,1254,WORKING,253
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,166,WORKING,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,05-09,168,WORKING,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,10-14,135,WORKING,16
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,15-24,233,WORKING,59
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,25-34,194,WORKING,65
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,35-44,175,WORKING,56
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,45-54,79,WORKING,21
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,55-64,51,WORKING,18
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,65-74,40,WORKING,15
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,13,WORKING,3
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,ALL AGES,1254,OTHER,272
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,166,OTHER,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,05-09,168,OTHER,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,10-14,135,OTHER,50
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,15-24,233,OTHER,62
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,25-34,194,OTHER,44
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,35-44,175,OTHER,65
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,45-54,79,OTHER,26
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,55-64,51,OTHER,14
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,65-74,40,OTHER,8
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,13,OTHER,3
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,MALE,ALL AGES,725,WORKING,218
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,MALE,BELOW 5 YEARS,81,WORKING,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,MALE,05-09,89,WORKING,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,MALE,10-14,74,WORKING,9
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,MALE,15-24,140,WORKING,52
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,MALE,25-34,113,WORKING,56
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,MALE,35-44,117,WORKING,50
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,MALE,45-54,45,WORKING,18
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,MALE,55-64,33,WORKING,16
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,MALE,65-74,25,WORKING,14
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,MALE,75 AND ABOVE,8,WORKING,3
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,MALE,ALL AGES,725,OTHER,233
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,MALE,BELOW 5 YEARS,81,OTHER,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,MALE,05-09,89,OTHER,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,MALE,10-14,74,OTHER,40
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,MALE,15-24,140,OTHER,52
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,MALE,25-34,113,OTHER,39
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,MALE,35-44,117,OTHER,58
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,MALE,45-54,45,OTHER,21
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,MALE,55-64,33,OTHER,14
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,MALE,65-74,25,OTHER,6
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,MALE,75 AND ABOVE,8,OTHER,3
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,FEMALE,ALL AGES,529,WORKING,35
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,FEMALE,BELOW 5 YEARS,85,WORKING,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,FEMALE,05-09,79,WORKING,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,FEMALE,10-14,61,WORKING,7
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,FEMALE,15-24,93,WORKING,7
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,FEMALE,25-34,81,WORKING,9
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,FEMALE,35-44,58,WORKING,6
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,FEMALE,45-54,34,WORKING,3
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,FEMALE,55-64,18,WORKING,2
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,FEMALE,65-74,15,WORKING,1
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,FEMALE,75 AND ABOVE,5,WORKING,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,FEMALE,ALL AGES,529,OTHER,39
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,FEMALE,BELOW 5 YEARS,85,OTHER,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,FEMALE,05-09,79,OTHER,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,FEMALE,10-14,61,OTHER,10
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,FEMALE,15-24,93,OTHER,10
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,FEMALE,25-34,81,OTHER,5
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,FEMALE,35-44,58,OTHER,7
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,FEMALE,45-54,34,OTHER,5
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,FEMALE,55-64,18,OTHER,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,FEMALE,65-74,15,OTHER,2
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,FEMALE,75 AND ABOVE,5,OTHER,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,TRANSGENDER,ALL AGES,0,WORKING,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,TRANSGENDER,BELOW 5 YEARS,0,WORKING,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,TRANSGENDER,05-09,0,WORKING,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,TRANSGENDER,10-14,0,WORKING,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,TRANSGENDER,15-24,0,WORKING,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,TRANSGENDER,25-34,0,WORKING,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,TRANSGENDER,35-44,0,WORKING,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,TRANSGENDER,45-54,0,WORKING,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,TRANSGENDER,55-64,0,WORKING,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,TRANSGENDER,65-74,0,WORKING,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,TRANSGENDER,75 AND ABOVE,0,WORKING,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,TRANSGENDER,ALL AGES,0,OTHER,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,TRANSGENDER,BELOW 5 YEARS,0,OTHER,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,TRANSGENDER,05-09,0,OTHER,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,TRANSGENDER,10-14,0,OTHER,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,TRANSGENDER,15-24,0,OTHER,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,TRANSGENDER,25-34,0,OTHER,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,TRANSGENDER,35-44,0,OTHER,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,TRANSGENDER,45-54,0,OTHER,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,TRANSGENDER,55-64,0,OTHER,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,TRANSGENDER,65-74,0,OTHER,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,TRANSGENDER,75 AND ABOVE,0,OTHER,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,ALL SEXES,ALL AGES,726,WORKING,107
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,ALL SEXES,BELOW 5 YEARS,105,WORKING,0
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,ALL SEXES,05-09,113,WORKING,0
