province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,literacy_ratio,literacy_status,count
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,5933617,69.83,ILLITERATE,1789885
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,10 - 14,861579,84.18,ILLITERATE,136283
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,15 - 19,809307,82.62,ILLITERATE,140643
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,20 - 24,770336,79.48,ILLITERATE,158047
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,25 - 29,658566,74.16,ILLITERATE,170157
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,30 - 34,581988,71.26,ILLITERATE,167283
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,35 - 39,494753,67.67,ILLITERATE,159959
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,40 - 44,397695,63.36,ILLITERATE,145710
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,45 - 49,333224,56.29,ILLITERATE,145639
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,50 - 54,310749,52.23,ILLITERATE,148444
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,55 - 59,219523,50.14,ILLITERATE,109445
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,60 - 64,179688,45.63,ILLITERATE,97704
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,65 - 69,114012,38.24,ILLITERATE,70419
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,70 - 74,91692,34.63,ILLITERATE,59940
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,110505,27.41,ILLITERATE,80212
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,5933617,69.83,TOTAL LITERATE,4143732
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,10 - 14,861579,84.18,TOTAL LITERATE,725296
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,15 - 19,809307,82.62,TOTAL LITERATE,668664
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,20 - 24,770336,79.48,TOTAL LITERATE,612289
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,25 - 29,658566,74.16,TOTAL LITERATE,488409
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,30 - 34,581988,71.26,TOTAL LITERATE,414705
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,35 - 39,494753,67.67,TOTAL LITERATE,334794
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,40 - 44,397695,63.36,TOTAL LITERATE,251985
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,45 - 49,333224,56.29,TOTAL LITERATE,187585
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,50 - 54,310749,52.23,TOTAL LITERATE,162305
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,55 - 59,219523,50.14,TOTAL LITERATE,110078
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,60 - 64,179688,45.63,TOTAL LITERATE,81984
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,65 - 69,114012,38.24,TOTAL LITERATE,43593
