province_name,district_code,district_name,area_name,area_type,gender,cnic_status,age_group,count
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,18 AND ABOVE,78068
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,ALL SEXES,CNIC OBTAINED,18 AND ABOVE,59550
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,ALL SEXES,CNIC NOT OBTAINED,18 AND ABOVE,18518
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,MALE,TOTAL POPULATION,18 AND ABOVE,40337
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,MALE,CNIC OBTAINED,18 AND ABOVE,33693
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,MALE,CNIC NOT OBTAINED,18 AND ABOVE,6644
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,FEMALE,TOTAL POPULATION,18 AND ABOVE,37719
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,FEMALE,CNIC OBTAINED,18 AND ABOVE,25846
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,FEMALE,CNIC NOT OBTAINED,18 AND ABOVE,11873
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,TRANSGENDER,TOTAL POPULATION,18 AND ABOVE,12
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,TRANSGENDER,CNIC OBTAINED,18 AND ABOVE,11
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,18 AND ABOVE,1
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,18 - 19,5770
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,ALL SEXES,CNIC OBTAINED,18 - 19,1967
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,ALL SEXES,CNIC NOT OBTAINED,18 - 19,3803
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,MALE,TOTAL POPULATION,18 - 19,3218
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,MALE,CNIC OBTAINED,18 - 19,1262
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,MALE,CNIC NOT OBTAINED,18 - 19,1956
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,FEMALE,TOTAL POPULATION,18 - 19,2551
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,FEMALE,CNIC OBTAINED,18 - 19,704
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,FEMALE,CNIC NOT OBTAINED,18 - 19,1847
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,TRANSGENDER,TOTAL POPULATION,18 - 19,1
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,TRANSGENDER,CNIC OBTAINED,18 - 19,1
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,18 - 19,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,20 - 24,11413
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,ALL SEXES,CNIC OBTAINED,20 - 24,6778
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,ALL SEXES,CNIC NOT OBTAINED,20 - 24,4635
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,MALE,TOTAL POPULATION,20 - 24,6151
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,MALE,CNIC OBTAINED,20 - 24,4389
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,MALE,CNIC NOT OBTAINED,20 - 24,1762
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,FEMALE,TOTAL POPULATION,20 - 24,5259
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,FEMALE,CNIC OBTAINED,20 - 24,2387
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,FEMALE,CNIC NOT OBTAINED,20 - 24,2872
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,TRANSGENDER,TOTAL POPULATION,20 - 24,3
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,TRANSGENDER,CNIC OBTAINED,20 - 24,2
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,20 - 24,1
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,25 - 29,12414
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,ALL SEXES,CNIC OBTAINED,25 - 29,9534
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,ALL SEXES,CNIC NOT OBTAINED,25 - 29,2880
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,MALE,TOTAL POPULATION,25 - 29,6075
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,MALE,CNIC OBTAINED,25 - 29,5193
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,MALE,CNIC NOT OBTAINED,25 - 29,882
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,FEMALE,TOTAL POPULATION,25 - 29,6339
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,FEMALE,CNIC OBTAINED,25 - 29,4341
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,FEMALE,CNIC NOT OBTAINED,25 - 29,1998
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,TRANSGENDER,TOTAL POPULATION,25 - 29,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,TRANSGENDER,CNIC OBTAINED,25 - 29,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,25 - 29,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,30 - 34,10326
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,ALL SEXES,CNIC OBTAINED,30 - 34,8373
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,ALL SEXES,CNIC NOT OBTAINED,30 - 34,1953
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,MALE,TOTAL POPULATION,30 - 34,5173
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,MALE,CNIC OBTAINED,30 - 34,4628
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,MALE,CNIC NOT OBTAINED,30 - 34,545
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,FEMALE,TOTAL POPULATION,30 - 34,5153
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,FEMALE,CNIC OBTAINED,30 - 34,3745
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,FEMALE,CNIC NOT OBTAINED,30 - 34,1408
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,TRANSGENDER,TOTAL POPULATION,30 - 34,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,TRANSGENDER,CNIC OBTAINED,30 - 34,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,30 - 34,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,35 - 39,9072
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,ALL SEXES,CNIC OBTAINED,35 - 39,7790
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,ALL SEXES,CNIC NOT OBTAINED,35 - 39,1282
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,MALE,TOTAL POPULATION,35 - 39,4861
