province_name,district_code,district_name,area_name,area_type,gender_type,total_by_gender,percent_by_gender,housing_type,total_by_housing_type,percent_by_housing_type,count
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,ALL SEXES,171025,100,REGULAR,25475,98.88,166889
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,ALL SEXES,171025,100,INSTITUTIONAL,289,1.12,4136
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,ALL SEXES,171025,100,HOMELESS,NA,NA,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,ALL SEXES,171025,100,TOTAL,25764,100,171025
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,MALE,89911,52.57,REGULAR,25475,98.88,87724
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,MALE,89911,52.57,INSTITUTIONAL,289,1.12,2187
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,MALE,89911,52.57,HOMELESS,NA,NA,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,MALE,89911,52.57,TOTAL,25764,100,89911
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,FEMALE,81100,47.42,REGULAR,25475,98.88,79152
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,FEMALE,81100,47.42,INSTITUTIONAL,289,1.12,1948
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,FEMALE,81100,47.42,HOMELESS,NA,NA,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,FEMALE,81100,47.42,TOTAL,25764,100,81100
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,TRANSGENDER,14,0.01,REGULAR,25475,98.88,13
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,TRANSGENDER,14,0.01,INSTITUTIONAL,289,1.12,1
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,TRANSGENDER,14,0.01,HOMELESS,NA,NA,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,TRANSGENDER,14,0.01,TOTAL,25764,100,14
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,RURAL,ALL SEXES,158824,100,REGULAR,23857,98.87,154922
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,RURAL,ALL SEXES,158824,100,INSTITUTIONAL,273,1.13,3902
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,RURAL,ALL SEXES,158824,100,HOMELESS,NA,NA,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,RURAL,ALL SEXES,158824,100,TOTAL,24130,100,158824
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,RURAL,MALE,83576,52.62,REGULAR,23857,98.87,81520
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,RURAL,MALE,83576,52.62,INSTITUTIONAL,273,1.13,2056
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,RURAL,MALE,83576,52.62,HOMELESS,NA,NA,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,RURAL,MALE,83576,52.62,TOTAL,24130,100,83576
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,RURAL,FEMALE,75237,47.37,REGULAR,23857,98.87,73392
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,RURAL,FEMALE,75237,47.37,INSTITUTIONAL,273,1.13,1845
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,RURAL,FEMALE,75237,47.37,HOMELESS,NA,NA,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,RURAL,FEMALE,75237,47.37,TOTAL,24130,100,75237
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,RURAL,TRANSGENDER,11,0.01,REGULAR,23857,98.87,10
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,RURAL,TRANSGENDER,11,0.01,INSTITUTIONAL,273,1.13,1
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,RURAL,TRANSGENDER,11,0.01,HOMELESS,NA,NA,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,RURAL,TRANSGENDER,11,0.01,TOTAL,24130,100,11
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,URBAN,ALL SEXES,12201,100,REGULAR,1618,99.02,11967
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,URBAN,ALL SEXES,12201,100,INSTITUTIONAL,16,0.98,234
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,URBAN,ALL SEXES,12201,100,HOMELESS,NA,NA,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,URBAN,ALL SEXES,12201,100,TOTAL,1634,100,12201
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,URBAN,MALE,6335,51.92,REGULAR,1618,99.02,6204
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,URBAN,MALE,6335,51.92,INSTITUTIONAL,16,0.98,131
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,URBAN,MALE,6335,51.92,HOMELESS,NA,NA,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,URBAN,MALE,6335,51.92,TOTAL,1634,100,6335
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,URBAN,FEMALE,5863,48.05,REGULAR,1618,99.02,5760
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,URBAN,FEMALE,5863,48.05,INSTITUTIONAL,16,0.98,103
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,URBAN,FEMALE,5863,48.05,HOMELESS,NA,NA,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,URBAN,FEMALE,5863,48.05,TOTAL,1634,100,5863
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,URBAN,TRANSGENDER,3,0.02,REGULAR,1618,99.02,3
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,URBAN,TRANSGENDER,3,0.02,INSTITUTIONAL,16,0.98,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,URBAN,TRANSGENDER,3,0.02,HOMELESS,NA,NA,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,URBAN,TRANSGENDER,3,0.02,TOTAL,1634,100,3
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,TOTAL,ALL SEXES,171025,100,REGULAR,25475,98.88,166889
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,TOTAL,ALL SEXES,171025,100,INSTITUTIONAL,289,1.12,4136
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,TOTAL,ALL SEXES,171025,100,HOMELESS,NA,NA,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,TOTAL,ALL SEXES,171025,100,TOTAL,25764,100,171025
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,TOTAL,MALE,89911,52.57,REGULAR,25475,98.88,87724
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,TOTAL,MALE,89911,52.57,INSTITUTIONAL,289,1.12,2187
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,TOTAL,MALE,89911,52.57,HOMELESS,NA,NA,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,TOTAL,MALE,89911,52.57,TOTAL,25764,100,89911
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,TOTAL,FEMALE,81100,47.42,REGULAR,25475,98.88,79152
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,TOTAL,FEMALE,81100,47.42,INSTITUTIONAL,289,1.12,1948
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,TOTAL,FEMALE,81100,47.42,HOMELESS,NA,NA,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,TOTAL,FEMALE,81100,47.42,TOTAL,25764,100,81100
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,TOTAL,TRANSGENDER,14,0.01,REGULAR,25475,98.88,13
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,TOTAL,TRANSGENDER,14,0.01,INSTITUTIONAL,289,1.12,1
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,TOTAL,TRANSGENDER,14,0.01,HOMELESS,NA,NA,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,TOTAL,TRANSGENDER,14,0.01,TOTAL,25764,100,14
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,RURAL,ALL SEXES,158824,100,REGULAR,23857,98.87,154922
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,RURAL,ALL SEXES,158824,100,INSTITUTIONAL,273,1.13,3902
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,RURAL,ALL SEXES,158824,100,HOMELESS,NA,NA,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,RURAL,ALL SEXES,158824,100,TOTAL,24130,100,158824
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,RURAL,MALE,83576,52.62,REGULAR,23857,98.87,81520
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,RURAL,MALE,83576,52.62,INSTITUTIONAL,273,1.13,2056
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,RURAL,MALE,83576,52.62,HOMELESS,NA,NA,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,RURAL,MALE,83576,52.62,TOTAL,24130,100,83576
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,RURAL,FEMALE,75237,47.37,REGULAR,23857,98.87,73392
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,RURAL,FEMALE,75237,47.37,INSTITUTIONAL,273,1.13,1845
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,RURAL,FEMALE,75237,47.37,HOMELESS,NA,NA,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,RURAL,FEMALE,75237,47.37,TOTAL,24130,100,75237
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,RURAL,TRANSGENDER,11,0.01,REGULAR,23857,98.87,10
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,RURAL,TRANSGENDER,11,0.01,INSTITUTIONAL,273,1.13,1
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,RURAL,TRANSGENDER,11,0.01,HOMELESS,NA,NA,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,RURAL,TRANSGENDER,11,0.01,TOTAL,24130,100,11
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,URBAN,ALL SEXES,12201,100,REGULAR,1618,99.02,11967
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,URBAN,ALL SEXES,12201,100,INSTITUTIONAL,16,0.98,234
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,URBAN,ALL SEXES,12201,100,HOMELESS,NA,NA,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,URBAN,ALL SEXES,12201,100,TOTAL,1634,100,12201
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,URBAN,MALE,6335,51.92,REGULAR,1618,99.02,6204
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,URBAN,MALE,6335,51.92,INSTITUTIONAL,16,0.98,131
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,URBAN,MALE,6335,51.92,HOMELESS,NA,NA,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,URBAN,MALE,6335,51.92,TOTAL,1634,100,6335
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,URBAN,FEMALE,5863,48.05,REGULAR,1618,99.02,5760
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,URBAN,FEMALE,5863,48.05,INSTITUTIONAL,16,0.98,103
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,URBAN,FEMALE,5863,48.05,HOMELESS,NA,NA,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,URBAN,FEMALE,5863,48.05,TOTAL,1634,100,5863
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,URBAN,TRANSGENDER,3,0.02,REGULAR,1618,99.02,3
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,URBAN,TRANSGENDER,3,0.02,INSTITUTIONAL,16,0.98,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,URBAN,TRANSGENDER,3,0.02,HOMELESS,NA,NA,0
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,URBAN,TRANSGENDER,3,0.02,TOTAL,1634,100,3
