province_name,district_code,district_name,area_name,area_type,gender,nationality_status,age_group,count
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,TOTAL,ALL AGES,984246
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,PAKISTANI,ALL AGES,950054
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,NON-PAKISTANI,ALL AGES,34192
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,TOTAL,ALL AGES,886789
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,PAKISTANI,ALL AGES,863415
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,NON-PAKISTANI,ALL AGES,23374
FATA,026,KHYBER AGENCY,KHYBER AGENCY,URBAN,ALL SEXES,TOTAL,ALL AGES,97457
FATA,026,KHYBER AGENCY,KHYBER AGENCY,URBAN,ALL SEXES,PAKISTANI,ALL AGES,86639
FATA,026,KHYBER AGENCY,KHYBER AGENCY,URBAN,ALL SEXES,NON-PAKISTANI,ALL AGES,10818
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,TOTAL,00 - 04,181263
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,PAKISTANI,00 - 04,174735
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,NON-PAKISTANI,00 - 04,6528
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,TOTAL,00 - 04,164843
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,PAKISTANI,00 - 04,160415
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,NON-PAKISTANI,00 - 04,4428
FATA,026,KHYBER AGENCY,KHYBER AGENCY,URBAN,ALL SEXES,TOTAL,00 - 04,16420
FATA,026,KHYBER AGENCY,KHYBER AGENCY,URBAN,ALL SEXES,PAKISTANI,00 - 04,14320
FATA,026,KHYBER AGENCY,KHYBER AGENCY,URBAN,ALL SEXES,NON-PAKISTANI,00 - 04,2100
