province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,1 PERSON,1,1324,1.19,2.17,27589,24.7,5.29,709
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,2 PERSONS,1,5607,5.02,1.84,27589,24.7,5.29,3379
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,3 PERSONS,1,6732,6.03,1.9,27589,24.7,5.29,3662
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,4 PERSONS,1,8445,7.56,2.04,27589,24.7,5.29,3962
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,5 PERSONS,1,10209,9.14,2.17,27589,24.7,5.29,4052
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,6 PERSONS,1,11482,10.28,2.34,27589,24.7,5.29,3704
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,7 PERSONS,1,11958,10.7,2.5,27589,24.7,5.29,3012
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,8 PERSONS,1,11179,10.01,2.68,27589,24.7,5.29,2052
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,9 PERSONS,1,9384,8.4,2.93,27589,24.7,5.29,1239
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,10 PERSONS AND ABOVE,1,35395,31.68,4.13,27589,24.7,5.29,1818
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,1 PERSON,2,1324,1.19,2.17,29565,26.46,7.14,230
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,2 PERSONS,2,5607,5.02,1.84,29565,26.46,7.14,1107
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,3 PERSONS,2,6732,6.03,1.9,29565,26.46,7.14,1630
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,4 PERSONS,2,8445,7.56,2.04,29565,26.46,7.14,2420
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,5 PERSONS,2,10209,9.14,2.17,29565,26.46,7.14,3267
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,6 PERSONS,2,11482,10.28,2.34,29565,26.46,7.14,3973
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,7 PERSONS,2,11958,10.7,2.5,29565,26.46,7.14,4290
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,8 PERSONS,2,11179,10.01,2.68,29565,26.46,7.14,4030
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,9 PERSONS,2,9384,8.4,2.93,29565,26.46,7.14,3084
