province_name,district_code,district_name,area_name,area_type,gender,work_activity,age_group,count
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,10 AND ABOVE,622163
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,10 - 14,136904
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,15 - 19,101432
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,20 - 24,83856
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,25 - 29,72204
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,30 - 34,55133
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,35 - 39,41351
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,40 - 44,32866
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,45 - 49,24386
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,50 - 54,21482
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,55 - 59,17950
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,60 - 64,13429
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,65 - 69,8242
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,70 - 74,5398
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,TOTAL POPULATION,75 AND ABOVE,7530
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,WORKING,10 AND ABOVE,116859
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,WORKING,10 - 14,5623
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,WORKING,15 - 19,10345
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,WORKING,20 - 24,18414
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,WORKING,25 - 29,18797
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,WORKING,30 - 34,15834
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,WORKING,35 - 39,12357
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,WORKING,40 - 44,9768
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,WORKING,45 - 49,7177
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,WORKING,50 - 54,5946
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,WORKING,55 - 59,4933
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,WORKING,60 - 64,3420
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,WORKING,65 - 69,1924
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,WORKING,70 - 74,1168
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,WORKING,75 AND ABOVE,1153
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,SEEKING WORK,10 AND ABOVE,37445
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,SEEKING WORK,10 - 14,2952
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,SEEKING WORK,15 - 19,6350
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,SEEKING WORK,20 - 24,8265
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,SEEKING WORK,25 - 29,6144
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,SEEKING WORK,30 - 34,4200
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,SEEKING WORK,35 - 39,2927
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,SEEKING WORK,40 - 44,1971
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,SEEKING WORK,45 - 49,1386
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,SEEKING WORK,50 - 54,1080
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,SEEKING WORK,55 - 59,1009
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,SEEKING WORK,60 - 64,496
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,SEEKING WORK,65 - 69,263
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,SEEKING WORK,70 - 74,142
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,SEEKING WORK,75 AND ABOVE,260
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,STUDENT,10 AND ABOVE,126576
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,STUDENT,10 - 14,80706
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,STUDENT,15 - 19,35376
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,STUDENT,20 - 24,7484
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,STUDENT,25 - 29,1958
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,STUDENT,30 - 34,609
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,STUDENT,35 - 39,283
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,STUDENT,40 - 44,160
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,STUDENT,45 - 49,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,STUDENT,50 - 54,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,STUDENT,55 - 59,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,STUDENT,60 - 64,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,STUDENT,65 - 69,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,STUDENT,70 - 74,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,STUDENT,75 AND ABOVE,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,HOUSEKEEPING,10 AND ABOVE,253108
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,HOUSEKEEPING,10 - 14,31702
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,HOUSEKEEPING,15 - 19,38520
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,HOUSEKEEPING,20 - 24,38719
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,HOUSEKEEPING,25 - 29,35224
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,HOUSEKEEPING,30 - 34,26310
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,HOUSEKEEPING,35 - 39,19662
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,HOUSEKEEPING,40 - 44,16202
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,HOUSEKEEPING,45 - 49,12042
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,HOUSEKEEPING,50 - 54,10887
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,HOUSEKEEPING,55 - 59,8418
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,HOUSEKEEPING,60 - 64,6106
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,HOUSEKEEPING,65 - 69,3648
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,HOUSEKEEPING,70 - 74,2253
