province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,work_status,count
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,ALL AGES,60,WORKING,12
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,BELOW 5 YEARS,4,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,05-09,4,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,10-14,9,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,15-24,9,WORKING,1
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,25-34,8,WORKING,2
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,35-44,6,WORKING,3
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,45-54,12,WORKING,3
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,55-64,3,WORKING,1
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,65-74,3,WORKING,2
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,75 AND ABOVE,2,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,ALL AGES,60,OTHER,12
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,BELOW 5 YEARS,4,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,05-09,4,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,10-14,9,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,15-24,9,OTHER,1
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,25-34,8,OTHER,3
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,35-44,6,OTHER,3
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,45-54,12,OTHER,3
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,55-64,3,OTHER,1
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,65-74,3,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,75 AND ABOVE,2,OTHER,1
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,MALE,ALL AGES,37,WORKING,11
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,MALE,BELOW 5 YEARS,2,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,MALE,05-09,3,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,MALE,10-14,4,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,MALE,15-24,5,WORKING,1
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,MALE,25-34,7,WORKING,2
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,MALE,35-44,6,WORKING,3
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,MALE,45-54,6,WORKING,3
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,MALE,55-64,2,WORKING,1
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,MALE,65-74,1,WORKING,1
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,MALE,75 AND ABOVE,1,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,MALE,ALL AGES,37,OTHER,12
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,MALE,BELOW 5 YEARS,2,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,MALE,05-09,3,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,MALE,10-14,4,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,MALE,15-24,5,OTHER,1
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,MALE,25-34,7,OTHER,3
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,MALE,35-44,6,OTHER,3
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,MALE,45-54,6,OTHER,3
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,MALE,55-64,2,OTHER,1
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,MALE,65-74,1,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,MALE,75 AND ABOVE,1,OTHER,1
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,FEMALE,ALL AGES,23,WORKING,1
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,FEMALE,BELOW 5 YEARS,2,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,FEMALE,05-09,1,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,FEMALE,10-14,5,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,FEMALE,15-24,4,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,FEMALE,25-34,1,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,FEMALE,35-44,0,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,FEMALE,45-54,6,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,FEMALE,55-64,1,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,FEMALE,65-74,2,WORKING,1
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,FEMALE,75 AND ABOVE,1,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,FEMALE,ALL AGES,23,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,FEMALE,BELOW 5 YEARS,2,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,FEMALE,05-09,1,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,FEMALE,10-14,5,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,FEMALE,15-24,4,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,FEMALE,25-34,1,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,FEMALE,35-44,0,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,FEMALE,45-54,6,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,FEMALE,55-64,1,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,FEMALE,65-74,2,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,FEMALE,75 AND ABOVE,1,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,TRANSGENDER,ALL AGES,0,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,TRANSGENDER,BELOW 5 YEARS,0,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,TRANSGENDER,05-09,0,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,TRANSGENDER,10-14,0,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,TRANSGENDER,15-24,0,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,TRANSGENDER,25-34,0,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,TRANSGENDER,35-44,0,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,TRANSGENDER,45-54,0,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,TRANSGENDER,55-64,0,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,TRANSGENDER,65-74,0,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,TRANSGENDER,75 AND ABOVE,0,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,TRANSGENDER,ALL AGES,0,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,TRANSGENDER,BELOW 5 YEARS,0,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,TRANSGENDER,05-09,0,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,TRANSGENDER,10-14,0,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,TRANSGENDER,15-24,0,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,TRANSGENDER,25-34,0,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,TRANSGENDER,35-44,0,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,TRANSGENDER,45-54,0,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,TRANSGENDER,55-64,0,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,TRANSGENDER,65-74,0,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,TRANSGENDER,75 AND ABOVE,0,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,ALL AGES,54,WORKING,12
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,BELOW 5 YEARS,4,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,05-09,4,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,10-14,9,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,15-24,8,WORKING,1
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,25-34,7,WORKING,2
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,35-44,4,WORKING,3
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,45-54,12,WORKING,3
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,55-64,1,WORKING,1
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,65-74,3,WORKING,2
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,75 AND ABOVE,2,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,ALL AGES,54,OTHER,8
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,BELOW 5 YEARS,4,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,05-09,4,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,10-14,9,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,15-24,8,OTHER,1
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,25-34,7,OTHER,2
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,35-44,4,OTHER,1
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,45-54,12,OTHER,3
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,55-64,1,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,65-74,3,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,ALL SEXES,75 AND ABOVE,2,OTHER,1
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,MALE,ALL AGES,33,WORKING,11
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,MALE,BELOW 5 YEARS,2,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,MALE,05-09,3,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,MALE,10-14,4,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,MALE,15-24,5,WORKING,1
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,MALE,25-34,6,WORKING,2
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,MALE,35-44,4,WORKING,3
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,MALE,45-54,6,WORKING,3
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,MALE,55-64,1,WORKING,1
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,MALE,65-74,1,WORKING,1
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,MALE,75 AND ABOVE,1,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,MALE,ALL AGES,33,OTHER,8
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,MALE,BELOW 5 YEARS,2,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,MALE,05-09,3,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,MALE,10-14,4,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,MALE,15-24,5,OTHER,1
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,MALE,25-34,6,OTHER,2
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,MALE,35-44,4,OTHER,1
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,MALE,45-54,6,OTHER,3
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,MALE,55-64,1,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,MALE,65-74,1,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,MALE,75 AND ABOVE,1,OTHER,1
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,FEMALE,ALL AGES,21,WORKING,1
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,FEMALE,BELOW 5 YEARS,2,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,FEMALE,05-09,1,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,FEMALE,10-14,5,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,FEMALE,15-24,3,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,FEMALE,25-34,1,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,FEMALE,35-44,0,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,FEMALE,45-54,6,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,FEMALE,55-64,0,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,FEMALE,65-74,2,WORKING,1
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,FEMALE,75 AND ABOVE,1,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,FEMALE,ALL AGES,21,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,FEMALE,BELOW 5 YEARS,2,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,FEMALE,05-09,1,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,FEMALE,10-14,5,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,FEMALE,15-24,3,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,FEMALE,25-34,1,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,FEMALE,35-44,0,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,FEMALE,45-54,6,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,FEMALE,55-64,0,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,FEMALE,65-74,2,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,FEMALE,75 AND ABOVE,1,OTHER,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,TRANSGENDER,ALL AGES,0,WORKING,0
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,TRANSGENDER,BELOW 5 YEARS,0,WORKING,0
