province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,literacy_ratio,literacy_status,count
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,10 AND ABOVE,622163,41.97,ILLITERATE,361038
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,10 - 14,136904,58.48,ILLITERATE,56843
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,15 - 19,101432,52.92,ILLITERATE,47756
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,20 - 24,83856,43.18,ILLITERATE,47650
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,25 - 29,72204,39.12,ILLITERATE,43955
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,30 - 34,55133,36.84,ILLITERATE,34823
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,35 - 39,41351,33.39,ILLITERATE,27543
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,40 - 44,32866,28.99,ILLITERATE,23339
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,45 - 49,24386,24.59,ILLITERATE,18390
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,50 - 54,21482,20.01,ILLITERATE,17184
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,55 - 59,17950,19.12,ILLITERATE,14518
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,60 - 64,13429,17.26,ILLITERATE,11111
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,65 - 69,8242,16.32,ILLITERATE,6897
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,70 - 74,5398,15.34,ILLITERATE,4570
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,75 AND ABOVE,7530,14.22,ILLITERATE,6459
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,10 AND ABOVE,622163,41.97,TOTAL LITERATE,261125
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,10 - 14,136904,58.48,TOTAL LITERATE,80061
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,15 - 19,101432,52.92,TOTAL LITERATE,53676
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,20 - 24,83856,43.18,TOTAL LITERATE,36206
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,25 - 29,72204,39.12,TOTAL LITERATE,28249
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,30 - 34,55133,36.84,TOTAL LITERATE,20310
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,35 - 39,41351,33.39,TOTAL LITERATE,13808
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,40 - 44,32866,28.99,TOTAL LITERATE,9527
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,45 - 49,24386,24.59,TOTAL LITERATE,5996
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,50 - 54,21482,20.01,TOTAL LITERATE,4298
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,55 - 59,17950,19.12,TOTAL LITERATE,3432
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,60 - 64,13429,17.26,TOTAL LITERATE,2318
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,65 - 69,8242,16.32,TOTAL LITERATE,1345
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,70 - 74,5398,15.34,TOTAL LITERATE,828
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,75 AND ABOVE,7530,14.22,TOTAL LITERATE,1071
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,10 AND ABOVE,622163,41.97,FORMAL LITERATE,249914
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,10 - 14,136904,58.48,FORMAL LITERATE,78896
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,15 - 19,101432,52.92,FORMAL LITERATE,52651
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,20 - 24,83856,43.18,FORMAL LITERATE,34480
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,ALL SEXES,25 - 29,72204,39.12,FORMAL LITERATE,26618
