province_name,district_code,district_name,area_name,locality_size,locality_count,gender,total_population
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,378,ALL SEXES,594107
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,378,MALE,307807
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,378,FEMALE,286270
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,378,TRANSGENDER,30
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,"5,000 AND ABOVE",30,ALL SEXES,377634
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,"5,000 AND ABOVE",30,MALE,196427
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,"5,000 AND ABOVE",30,FEMALE,181183
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,"5,000 AND ABOVE",30,TRANSGENDER,24
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,"2,000 - 4,999",30,ALL SEXES,100065
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,"2,000 - 4,999",30,MALE,51655
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,"2,000 - 4,999",30,FEMALE,48407
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,"2,000 - 4,999",30,TRANSGENDER,3
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,"1,000 - 1,999",25,ALL SEXES,33411
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,"1,000 - 1,999",25,MALE,16983
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,"1,000 - 1,999",25,FEMALE,16427
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,"1,000 - 1,999",25,TRANSGENDER,1
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,500 - 999,61,ALL SEXES,45719
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,500 - 999,61,MALE,23336
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,500 - 999,61,FEMALE,22381
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,500 - 999,61,TRANSGENDER,2
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,200 - 499,77,ALL SEXES,25370
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,200 - 499,77,MALE,13239
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,200 - 499,77,FEMALE,12131
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,200 - 499,77,TRANSGENDER,0
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,LESS THAN 200,132,ALL SEXES,11908
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,LESS THAN 200,132,MALE,6167
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,LESS THAN 200,132,FEMALE,5741
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,LESS THAN 200,132,TRANSGENDER,0
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,UN-INHABITED,23,ALL SEXES,0
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,UN-INHABITED,23,MALE,0
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,UN-INHABITED,23,FEMALE,0
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,UN-INHABITED,23,TRANSGENDER,0
BALOCHISTAN,122,PISHIN DISTRICT,BARSHORE SUB-TEHSIL,TOTAL,290,ALL SEXES,103423
BALOCHISTAN,122,PISHIN DISTRICT,BARSHORE SUB-TEHSIL,TOTAL,290,MALE,52620
BALOCHISTAN,122,PISHIN DISTRICT,BARSHORE SUB-TEHSIL,TOTAL,290,FEMALE,50802
BALOCHISTAN,122,PISHIN DISTRICT,BARSHORE SUB-TEHSIL,TOTAL,290,TRANSGENDER,1
BALOCHISTAN,122,PISHIN DISTRICT,BARSHORE SUB-TEHSIL,"5,000 AND ABOVE",-,ALL SEXES,0
BALOCHISTAN,122,PISHIN DISTRICT,BARSHORE SUB-TEHSIL,"5,000 AND ABOVE",-,MALE,0
BALOCHISTAN,122,PISHIN DISTRICT,BARSHORE SUB-TEHSIL,"5,000 AND ABOVE",-,FEMALE,0
BALOCHISTAN,122,PISHIN DISTRICT,BARSHORE SUB-TEHSIL,"5,000 AND ABOVE",-,TRANSGENDER,0
BALOCHISTAN,122,PISHIN DISTRICT,BARSHORE SUB-TEHSIL,"2,000 - 4,999",4,ALL SEXES,11356
BALOCHISTAN,122,PISHIN DISTRICT,BARSHORE SUB-TEHSIL,"2,000 - 4,999",4,MALE,5585
BALOCHISTAN,122,PISHIN DISTRICT,BARSHORE SUB-TEHSIL,"2,000 - 4,999",4,FEMALE,5771
