province_name,district_code,district_name,area_name,locality_size,locality_count,gender,total_population
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,106,ALL SEXES,587371
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,106,MALE,302477
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,106,FEMALE,284834
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,106,TRANSGENDER,60
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,"5,000 AND ABOVE",61,ALL SEXES,458365
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,"5,000 AND ABOVE",61,MALE,236091
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,"5,000 AND ABOVE",61,FEMALE,222225
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,"5,000 AND ABOVE",61,TRANSGENDER,49
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,"2,000 - 4,999",34,ALL SEXES,119374
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,"2,000 - 4,999",34,MALE,61399
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,"2,000 - 4,999",34,FEMALE,57965
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,"2,000 - 4,999",34,TRANSGENDER,10
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,"1,000 - 1,999",3,ALL SEXES,5589
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,"1,000 - 1,999",3,MALE,2870
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,"1,000 - 1,999",3,FEMALE,2719
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,"1,000 - 1,999",3,TRANSGENDER,0
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,500 - 999,5,ALL SEXES,3503
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,500 - 999,5,MALE,1814
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,500 - 999,5,FEMALE,1689
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,500 - 999,5,TRANSGENDER,0
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,200 - 499,1,ALL SEXES,330
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,200 - 499,1,MALE,184
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,200 - 499,1,FEMALE,145
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,200 - 499,1,TRANSGENDER,1
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,LESS THAN 200,2,ALL SEXES,210
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,LESS THAN 200,2,MALE,119
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,LESS THAN 200,2,FEMALE,91
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,LESS THAN 200,2,TRANSGENDER,0
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,UN-INHABITED,-,ALL SEXES,0
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,UN-INHABITED,-,MALE,0
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,UN-INHABITED,-,FEMALE,0
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,UN-INHABITED,-,TRANSGENDER,0
SINDH,087,MATIARI DISTRICT,HALA TALUKA,TOTAL,32,ALL SEXES,144167
SINDH,087,MATIARI DISTRICT,HALA TALUKA,TOTAL,32,MALE,74227
SINDH,087,MATIARI DISTRICT,HALA TALUKA,TOTAL,32,FEMALE,69933
SINDH,087,MATIARI DISTRICT,HALA TALUKA,TOTAL,32,TRANSGENDER,7
SINDH,087,MATIARI DISTRICT,HALA TALUKA,"5,000 AND ABOVE",16,ALL SEXES,108373
SINDH,087,MATIARI DISTRICT,HALA TALUKA,"5,000 AND ABOVE",16,MALE,55787
