province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,literate_over_ten_count
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,ALL SEXES,ALL AGES,1223,51
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,207,0
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,ALL SEXES,05-09,202,0
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,ALL SEXES,10-14,120,4
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,ALL SEXES,15-24,186,6
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,ALL SEXES,25-34,159,11
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,ALL SEXES,35-44,169,14
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,ALL SEXES,45-54,86,12
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,ALL SEXES,55-64,55,4
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,ALL SEXES,65-74,25,0
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,14,0
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,MALE,ALL AGES,691,45
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,MALE,BELOW 5 YEARS,106,0
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,MALE,05-09,108,0
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,MALE,10-14,64,1
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,MALE,15-24,107,5
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,MALE,25-34,87,10
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,MALE,35-44,105,13
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,MALE,45-54,58,12
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,MALE,55-64,39,4
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,MALE,65-74,13,0
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,MALE,75 AND ABOVE,4,0
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,FEMALE,ALL AGES,532,6
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,FEMALE,BELOW 5 YEARS,101,0
