province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,work_status,count
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,ALL SEXES,ALL AGES,278,WORKING,61
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,48,WORKING,0
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,ALL SEXES,05-09,53,WORKING,0
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,ALL SEXES,10-14,23,WORKING,3
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,ALL SEXES,15-24,40,WORKING,13
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,ALL SEXES,25-34,30,WORKING,14
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,ALL SEXES,35-44,27,WORKING,12
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,ALL SEXES,45-54,18,WORKING,10
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,ALL SEXES,55-64,13,WORKING,2
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,ALL SEXES,65-74,16,WORKING,4
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,10,WORKING,3
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,ALL SEXES,ALL AGES,278,OTHER,9
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,48,OTHER,0
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,ALL SEXES,05-09,53,OTHER,0
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,ALL SEXES,10-14,23,OTHER,1
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,ALL SEXES,15-24,40,OTHER,4
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,ALL SEXES,25-34,30,OTHER,0
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,ALL SEXES,35-44,27,OTHER,0
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,ALL SEXES,45-54,18,OTHER,1
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,ALL SEXES,55-64,13,OTHER,1
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,ALL SEXES,65-74,16,OTHER,2
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,10,OTHER,0
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,MALE,ALL AGES,147,WORKING,58
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,MALE,BELOW 5 YEARS,26,WORKING,0
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,MALE,05-09,28,WORKING,0
