province_name,district_code,district_name,area_name,area_type,gender,total_population,literacy_ratio,literacy_status,count
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,ALL SEXES,678305,30.58,ILLITERATE,470873
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,ALL SEXES,678305,30.58,TOTAL LITERATE,207432
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,ALL SEXES,678305,30.58,FORMAL LITERATE,190518
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,ALL SEXES,678305,30.58,INFORMAL LITERATE,16914
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,MALE,351049,41.76,ILLITERATE,204445
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,MALE,351049,41.76,TOTAL LITERATE,146604
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,MALE,351049,41.76,FORMAL LITERATE,138823
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,MALE,351049,41.76,INFORMAL LITERATE,7781
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,FEMALE,327141,18.59,ILLITERATE,266334
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,FEMALE,327141,18.59,TOTAL LITERATE,60807
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,FEMALE,327141,18.59,FORMAL LITERATE,51675
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,FEMALE,327141,18.59,INFORMAL LITERATE,9132
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,TRANSGENDER,115,18.26,ILLITERATE,94
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,TRANSGENDER,115,18.26,TOTAL LITERATE,21
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,TRANSGENDER,115,18.26,FORMAL LITERATE,20
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,TRANSGENDER,115,18.26,INFORMAL LITERATE,1
