province_name,district_code,district_name,area_name,area_type,gender,group_all_ages,group_under_01,group_under_05,group_under_10,group_under_16,group_05_24,group_15_24,group_15_29,group_15_49,group_15_64,group_18_60,group_18_and_up,group_60_and_up,group_65_and_up
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,ALL SEXES,717806,19661,109216,221180,330314,344927,141393,197353,330678,381486,321448,355559,37597,23570
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,MALE,360440,10179,56362,114487,172084,175013,68529,93175,157738,184622,153776,172400,20377,12972
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,FEMALE,357333,9482,52854,106693,158226,169899,72849,104161,172917,196833,167649,183133,17214,10596
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,TRANSGENDER,33,0,0,0,4,15,15,17,23,31,23,26,6,2
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,RURAL,ALL SEXES,650120,17994,99155,200761,299705,312782,128167,178594,298614,344753,290255,321403,34284,21597
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,RURAL,MALE,325555,9312,51133,103949,156077,158599,62053,84149,141686,166006,137961,154953,18560,11870
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,RURAL,FEMALE,324534,8682,48022,96812,143624,154168,66099,94428,156905,178718,152272,166426,15720,9725
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,RURAL,TRANSGENDER,31,0,0,0,4,15,15,17,23,29,22,24,4,2
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,URBAN,ALL SEXES,67686,1667,10061,20419,30609,32145,13226,18759,32064,36733,31193,34156,3313,1973
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,URBAN,MALE,34885,867,5229,10538,16007,16414,6476,9026,16052,18616,15815,17447,1817,1102
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,URBAN,FEMALE,32799,800,4832,9881,14602,15731,6750,9733,16012,18115,15377,16707,1494,871
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,URBAN,TRANSGENDER,2,0,0,0,0,0,0,0,0,2,1,2,2,0
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,SAM RANI ZAI SUB-DIVISION,TOTAL,ALL SEXES,303644,8125,44623,92059,138150,145999,59903,83703,141132,162935,137489,152043,16091,9990
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,SAM RANI ZAI SUB-DIVISION,TOTAL,MALE,152141,4221,23058,47742,71868,74111,29191,39659,67241,78776,65674,73529,8644,5387
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,SAM RANI ZAI SUB-DIVISION,TOTAL,FEMALE,151491,3904,21565,44317,66280,71881,30705,44036,73881,84147,71807,78506,7447,4603
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,SAM RANI ZAI SUB-DIVISION,TOTAL,TRANSGENDER,12,0,0,0,2,7,7,8,10,12,8,8,0,0
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,SAM RANI ZAI SUB-DIVISION,RURAL,ALL SEXES,303644,8125,44623,92059,138150,145999,59903,83703,141132,162935,137489,152043,16091,9990
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,SAM RANI ZAI SUB-DIVISION,RURAL,MALE,152141,4221,23058,47742,71868,74111,29191,39659,67241,78776,65674,73529,8644,5387
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,SAM RANI ZAI SUB-DIVISION,RURAL,FEMALE,151491,3904,21565,44317,66280,71881,30705,44036,73881,84147,71807,78506,7447,4603
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,SAM RANI ZAI SUB-DIVISION,RURAL,TRANSGENDER,12,0,0,0,2,7,7,8,10,12,8,8,0,0
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,SAM RANI ZAI SUB-DIVISION,URBAN,ALL SEXES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,SAM RANI ZAI SUB-DIVISION,URBAN,MALE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,SAM RANI ZAI SUB-DIVISION,URBAN,FEMALE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,SAM RANI ZAI SUB-DIVISION,URBAN,TRANSGENDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,SWAT RANI ZAI SUB-DIVISION,TOTAL,ALL SEXES,414162,11536,64593,129121,192164,198928,81490,113650,189546,218551,183959,203516,21506,13580
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,SWAT RANI ZAI SUB-DIVISION,TOTAL,MALE,208299,5958,33304,66745,100216,100902,39338,53516,90497,105846,88102,98871,11733,7585
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,SWAT RANI ZAI SUB-DIVISION,TOTAL,FEMALE,205842,5578,31289,62376,91946,98018,42144,60125,99036,112686,95842,104627,9767,5993
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,SWAT RANI ZAI SUB-DIVISION,TOTAL,TRANSGENDER,21,0,0,0,2,8,8,9,13,19,15,18,6,2
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,SWAT RANI ZAI SUB-DIVISION,RURAL,ALL SEXES,346476,9869,54532,108702,161555,166783,68264,94891,157482,181818,152766,169360,18193,11607
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,SWAT RANI ZAI SUB-DIVISION,RURAL,MALE,173414,5091,28075,56207,84209,84488,32862,44490,74445,87230,72287,81424,9916,6483
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,SWAT RANI ZAI SUB-DIVISION,RURAL,FEMALE,173043,4778,26457,52495,77344,82287,35394,50392,83024,94571,80465,87920,8273,5122
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,SWAT RANI ZAI SUB-DIVISION,RURAL,TRANSGENDER,19,0,0,0,2,8,8,9,13,17,14,16,4,2
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,SWAT RANI ZAI SUB-DIVISION,URBAN,ALL SEXES,67686,1667,10061,20419,30609,32145,13226,18759,32064,36733,31193,34156,3313,1973
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,SWAT RANI ZAI SUB-DIVISION,URBAN,MALE,34885,867,5229,10538,16007,16414,6476,9026,16052,18616,15815,17447,1817,1102
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,SWAT RANI ZAI SUB-DIVISION,URBAN,FEMALE,32799,800,4832,9881,14602,15731,6750,9733,16012,18115,15377,16707,1494,871
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,SWAT RANI ZAI SUB-DIVISION,URBAN,TRANSGENDER,2,0,0,0,0,0,0,0,0,2,1,2,2,0
