province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,religious_affiliation,count
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,ALL AGES,285,MUSLIM,282
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,20,MUSLIM,20
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,05-09,22,MUSLIM,22
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,10-14,14,MUSLIM,14
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,15-24,52,MUSLIM,52
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,25-34,78,MUSLIM,77
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,35-44,48,MUSLIM,48
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,45-54,25,MUSLIM,24
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,55-64,16,MUSLIM,15
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,65-74,6,MUSLIM,6
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,4,MUSLIM,4
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,ALL AGES,285,NON-MUSLIM,3
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,20,NON-MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,05-09,22,NON-MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,10-14,14,NON-MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,15-24,52,NON-MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,25-34,78,NON-MUSLIM,1
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,35-44,48,NON-MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,45-54,25,NON-MUSLIM,1
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,55-64,16,NON-MUSLIM,1
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,65-74,6,NON-MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,4,NON-MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,ALL AGES,214,MUSLIM,211
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,BELOW 5 YEARS,15,MUSLIM,15
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,05-09,16,MUSLIM,16
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,10-14,6,MUSLIM,6
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,15-24,34,MUSLIM,34
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,25-34,65,MUSLIM,64
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,35-44,39,MUSLIM,39
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,45-54,20,MUSLIM,19
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,55-64,12,MUSLIM,11
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,65-74,5,MUSLIM,5
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,75 AND ABOVE,2,MUSLIM,2
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,ALL AGES,214,NON-MUSLIM,3
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,BELOW 5 YEARS,15,NON-MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,05-09,16,NON-MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,10-14,6,NON-MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,15-24,34,NON-MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,25-34,65,NON-MUSLIM,1
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,35-44,39,NON-MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,45-54,20,NON-MUSLIM,1
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,55-64,12,NON-MUSLIM,1
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,65-74,5,NON-MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,75 AND ABOVE,2,NON-MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,FEMALE,ALL AGES,71,MUSLIM,71
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,FEMALE,BELOW 5 YEARS,5,MUSLIM,5
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,FEMALE,05-09,6,MUSLIM,6
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,FEMALE,10-14,8,MUSLIM,8
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,FEMALE,15-24,18,MUSLIM,18
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,FEMALE,25-34,13,MUSLIM,13
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,FEMALE,35-44,9,MUSLIM,9
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,FEMALE,45-54,5,MUSLIM,5
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,FEMALE,55-64,4,MUSLIM,4
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,FEMALE,65-74,1,MUSLIM,1
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,FEMALE,75 AND ABOVE,2,MUSLIM,2
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,FEMALE,ALL AGES,71,NON-MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,FEMALE,BELOW 5 YEARS,5,NON-MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,FEMALE,05-09,6,NON-MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,FEMALE,10-14,8,NON-MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,FEMALE,15-24,18,NON-MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,FEMALE,25-34,13,NON-MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,FEMALE,35-44,9,NON-MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,FEMALE,45-54,5,NON-MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,FEMALE,55-64,4,NON-MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,FEMALE,65-74,1,NON-MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,FEMALE,75 AND ABOVE,2,NON-MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,TRANSGENDER,ALL AGES,0,MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,TRANSGENDER,BELOW 5 YEARS,0,MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,TRANSGENDER,05-09,0,MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,TRANSGENDER,10-14,0,MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,TRANSGENDER,15-24,0,MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,TRANSGENDER,25-34,0,MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,TRANSGENDER,35-44,0,MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,TRANSGENDER,45-54,0,MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,TRANSGENDER,55-64,0,MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,TRANSGENDER,65-74,0,MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,TRANSGENDER,75 AND ABOVE,0,MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,TRANSGENDER,ALL AGES,0,NON-MUSLIM,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,TRANSGENDER,BELOW 5 YEARS,0,NON-MUSLIM,0
