province_name,district_code,district_name,area_name,area_type,gender,work_activity,age_group,count
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,10 AND ABOVE,1419998
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,10 - 14,208323
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,15 - 19,202049
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,20 - 24,196363
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,25 - 29,178705
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,30 - 34,155056
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,35 - 39,121554
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,40 - 44,93114
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,45 - 49,73283
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,50 - 54,60690
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,55 - 59,43973
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,60 - 64,36414
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,65 - 69,21527
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,70 - 74,13352
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,75 AND ABOVE,15595
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,WORKING,10 AND ABOVE,472294
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,WORKING,10 - 14,10546
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,WORKING,15 - 19,37021
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,WORKING,20 - 24,69124
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,WORKING,25 - 29,74595
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,WORKING,30 - 34,70320
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,WORKING,35 - 39,56748
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,WORKING,40 - 44,43225
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,WORKING,45 - 49,33724
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,WORKING,50 - 54,27621
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,WORKING,55 - 59,20116
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,WORKING,60 - 64,13826
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,WORKING,65 - 69,7551
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,WORKING,70 - 74,3932
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,WORKING,75 AND ABOVE,3945
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,10 AND ABOVE,35806
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,10 - 14,4094
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,15 - 19,7273
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,20 - 24,7940
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,25 - 29,5646
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,30 - 34,3526
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,35 - 39,2273
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,40 - 44,1421
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,45 - 49,1075
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,50 - 54,801
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,55 - 59,558
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,60 - 64,493
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,65 - 69,310
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,70 - 74,171
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,75 AND ABOVE,225
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,STUDENT,10 AND ABOVE,276825
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,STUDENT,10 - 14,147031
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,STUDENT,15 - 19,87837
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,STUDENT,20 - 24,30597
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,STUDENT,25 - 29,8138
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,STUDENT,30 - 34,2031
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,STUDENT,35 - 39,786
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,STUDENT,40 - 44,405
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,STUDENT,45 - 49,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,STUDENT,50 - 54,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,STUDENT,55 - 59,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,STUDENT,60 - 64,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,STUDENT,65 - 69,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,STUDENT,70 - 74,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,STUDENT,75 AND ABOVE,0
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,10 AND ABOVE,479661
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,10 - 14,25006
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,15 - 19,51689
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,20 - 24,70067
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,25 - 29,72578
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,30 - 34,63231
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,35 - 39,48980
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,40 - 44,38297
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,45 - 49,30245
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,50 - 54,24972
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,55 - 59,17446
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,60 - 64,15403
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,65 - 69,8947
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,70 - 74,5766
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,75 AND ABOVE,7034
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,OTHER,10 AND ABOVE,155412
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,OTHER,10 - 14,21646
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,OTHER,15 - 19,18229
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,OTHER,20 - 24,18635
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,OTHER,25 - 29,17748
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,OTHER,30 - 34,15948
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,OTHER,35 - 39,12767
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,OTHER,40 - 44,9766
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,OTHER,45 - 49,8239
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,OTHER,50 - 54,7296
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,OTHER,55 - 59,5853
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,OTHER,60 - 64,6692
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,OTHER,65 - 69,4719
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,OTHER,70 - 74,3483
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,OTHER,75 AND ABOVE,4391
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,TOTAL POPULATION,10 AND ABOVE,768949
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,TOTAL POPULATION,10 - 14,109742
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,TOTAL POPULATION,15 - 19,107963
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,TOTAL POPULATION,20 - 24,107031
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,TOTAL POPULATION,25 - 29,95692
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,TOTAL POPULATION,30 - 34,84712
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,TOTAL POPULATION,35 - 39,67394
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,TOTAL POPULATION,40 - 44,50802
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,TOTAL POPULATION,45 - 49,40049
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,TOTAL POPULATION,50 - 54,33327
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,TOTAL POPULATION,55 - 59,25147
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,TOTAL POPULATION,60 - 64,20089
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,TOTAL POPULATION,65 - 69,12252
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,TOTAL POPULATION,70 - 74,7205
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,TOTAL POPULATION,75 AND ABOVE,7544
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,WORKING,10 AND ABOVE,435657
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,WORKING,10 - 14,8176
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,MALE,WORKING,15 - 19,33552
