province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,pop_all,pop_male,pop_fem,pop_trans,lit_all,lit_male,lit_fem,lit_trans,primary_male,primary_fem,primary_trans,matric_male,matric_fem,matric_trans,degree_male,degree_fem,degree_trans,muslim,non_muslim,age_10_up,age_18_up,age_60_up,working_10_up,cnic_18_up
SINDH,097,MALIR DISTRICT,NA,NA,NA,YES,MALIR DISTRICT,1066712,573258,493362,92,68.23,73.93,61.39,42.39,130375,96773,13,124496,75585,7,32058,22015,2,1032484,34228,796941,617638,48388,283330,515534
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,NA,NA,YES,AIRPORT SUB-DIVISION,195143,104861,90264,18,78.15,82.92,72.47,50,20040,16414,5,26834,17316,2,15779,11547,0,175782,19361,149293,118148,10048,56979,103512
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),NA,YES,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),100842,52760,48071,11,71.4,77.18,65.03,54.55,11224,9069,3,10927,8003,1,5359,3542,0,88149,12693,74877,57982,4726,25724,47636
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 01,YES,CHARGE NO 01,25258,13085,12171,2,72.95,77.58,67.96,0,2416,1854,0,2397,1961,0,1804,1399,0,23579,1679,18898,14817,1520,6245,12268
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 01,NO,CIRCLE NO 01,4617,2359,2258,0,94.19,96.56,91.67,0,387,308,0,515,452,0,478,387,0,4590,27,3547,2818,322,725,2423
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 01,NO,CIRCLE NO 02,3712,1951,1761,0,63.58,71.03,55.18,0,325,233,0,338,217,0,170,112,0,3695,17,2666,2014,165,1028,1631
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 01,NO,CIRCLE NO 03,2164,1155,1009,0,76.76,77.85,75.52,0,168,169,0,205,184,0,220,148,0,2161,3,1648,1295,133,559,1110
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 01,NO,CIRCLE NO 04,2375,1288,1086,1,59.59,66.2,51.57,0,285,191,0,206,124,0,78,39,0,2328,47,1705,1313,108,469,1013
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 01,NO,CIRCLE NO 05,3511,1826,1685,0,69.69,76.62,62.07,0,561,420,0,337,247,0,91,53,0,2224,1287,2620,2013,152,949,1589
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 01,NO,CIRCLE NO 06,8879,4506,4372,1,69.19,73.53,64.77,0,690,533,0,796,737,0,767,660,0,8581,298,6712,5364,640,2515,4502
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 02,YES,CHARGE NO 02,59412,31218,28189,5,66.38,73.42,58.52,40,7097,5669,2,6099,4030,0,1963,922,0,50388,9024,43156,32664,2204,16228,25900
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 02,NO,CIRCLE NO 01,5763,2997,2766,0,69.22,75.97,61.66,0,741,562,0,632,441,0,160,105,0,4986,777,4191,3228,212,1032,2567
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 02,NO,CIRCLE NO 02,4817,2476,2341,0,64.51,70.64,58,0,564,457,0,501,344,0,111,98,0,3053,1764,3562,2723,203,1447,2174
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 02,NO,CIRCLE NO 03,12935,6749,6182,4,67.66,72.22,62.73,25,1592,1289,1,1390,1117,0,314,228,0,7564,5371,9670,7494,544,3995,6066
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 02,NO,CIRCLE NO 04,8631,4545,4086,0,70.02,78.94,59.94,0,896,788,0,974,573,0,472,168,0,8413,218,6148,4607,287,2277,3806
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 02,NO,CIRCLE NO 05,5714,2962,2752,0,68.84,77.57,59.18,0,605,569,0,640,402,0,324,108,0,5642,72,4127,3050,200,1477,2458
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 02,NO,CIRCLE NO 06,7619,4060,3559,0,67.95,77.67,56.76,0,1131,775,0,757,447,0,195,64,0,7525,94,5414,4072,283,1891,3186
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 02,NO,CIRCLE NO 07,6617,3555,3062,0,59.25,65.44,52.23,0,607,512,0,613,373,0,217,72,0,6049,568,4798,3617,250,2227,2733
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 02,NO,CIRCLE NO 08,7316,3874,3441,1,61.72,68.61,53.81,100,961,717,1,592,333,0,170,79,0,7156,160,5246,3873,225,1882,2910
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 03,YES,CHARGE NO 03,16172,8457,7711,4,86.02,89.41,82.3,100,1711,1546,1,2431,2012,1,1592,1221,0,14182,1990,12823,10501,1002,3251,9468
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 03,NO,CIRCLE NO 01,2373,1192,1181,0,95.53,96.16,94.91,0,167,192,0,369,386,0,361,317,0,2342,31,1900,1563,168,405,1467
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 03,NO,CIRCLE NO 02,3145,1678,1467,0,85.4,87.98,82.55,0,347,287,0,462,402,0,266,210,0,3008,137,2452,1975,175,175,1719
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 03,NO,CIRCLE NO 03,10654,5587,5063,4,84.06,88.4,79.21,100,1197,1067,1,1600,1224,1,965,694,0,8832,1822,8471,6963,659,2671,6282
