province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,total_housing,pacca_housing,semi_pacca_housing,kacha_housing,potable_water,electricity,gas,kitchen,bath_room,latrine,avg_hh_size
SINDH,097,MALIR DISTRICT,NA,NA,NA,YES,MALIR DISTRICT,170313,158770,7410,4133,157872,167443,158457,166912,167585,168744,6.03
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,NA,NA,YES,AIRPORT SUB-DIVISION,31583,30069,766,748,28242,31063,29114,30551,31098,31274,5.84
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),NA,YES,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),16828,16172,411,245,15409,16585,15779,16532,16705,16783,5.85
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 01,YES,CHARGE NO 01,4287,4075,79,133,4054,4152,3843,4175,4221,4263,5.78
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 01,NO,CIRCLE NO 01,918,902,14,2,914,910,763,912,917,913,5.03
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 01,NO,CIRCLE NO 02,604,518,11,75,452,500,512,523,559,590,6.08
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 01,NO,CIRCLE NO 03,372,356,9,7,353,369,371,371,368,372,5.33
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 01,NO,CIRCLE NO 04,439,407,15,17,425,429,384,436,438,437,5.32
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 01,NO,CIRCLE NO 05,632,619,9,4,622,628,573,630,629,629,5.56
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 01,NO,CIRCLE NO 06,1322,1273,21,28,1288,1316,1240,1303,1310,1322,6.56
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 02,YES,CHARGE NO 02,9570,9189,314,67,8450,9474,9117,9411,9528,9554,6.02
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 02,NO,CIRCLE NO 01,908,896,4,8,899,906,883,903,903,904,6.33
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 02,NO,CIRCLE NO 02,876,621,254,1,712,873,847,871,875,874,5.47
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 02,NO,CIRCLE NO 03,2170,2142,15,13,1990,2149,2065,2139,2158,2167,5.85
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 02,NO,CIRCLE NO 04,1201,1183,13,5,1173,1184,1151,1167,1196,1198,6.43
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 02,NO,CIRCLE NO 05,910,898,6,6,905,895,862,907,910,909,6.26
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 02,NO,CIRCLE NO 06,1280,1273,3,4,738,1265,1203,1240,1276,1280,5.93
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 02,NO,CIRCLE NO 07,949,935,10,4,797,941,898,924,946,947,6.38
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 02,NO,CIRCLE NO 08,1276,1241,9,26,1236,1261,1208,1260,1264,1275,5.69
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 03,YES,CHARGE NO 03,2971,2908,18,45,2905,2959,2819,2946,2956,2966,5.41
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 03,NO,CIRCLE NO 01,530,528,1,1,520,530,526,529,530,530,4.47
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 03,NO,CIRCLE NO 02,573,560,4,9,561,566,462,572,572,571,5.39
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION MALIR (PART OF AIRPORT SUB-DIVISION),CHARGE NO 03,NO,CIRCLE NO 03,1868,1820,13,35,1824,1863,1831,1845,1854,1865,5.68
SINDH,097,MALIR DISTRICT,AIRPORT SUB-DIVISION,FAISAL CANTONMENT (PART OF AIRPORT SUB-DIVISION),NA,YES,FAISAL CANTONMENT (PART OF AIRPORT SUB-DIVISION),4625,4339,195,91,3779,4589,4283,4558,4558,4611,5.68
