province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,1 PERSON,1,10301,3.25,1.51,123881,39.04,4.53,7518
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,2 PERSONS,1,28764,9.06,1.6,123881,39.04,4.53,18752
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,3 PERSONS,1,35972,11.34,1.74,123881,39.04,4.53,20487
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,4 PERSONS,1,44207,13.93,1.9,123881,39.04,4.53,21078
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,5 PERSONS,1,46870,14.77,2.05,123881,39.04,4.53,18637
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,6 PERSONS,1,42968,13.54,2.17,123881,39.04,4.53,14810
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,7 PERSONS,1,33145,10.45,2.26,123881,39.04,4.53,9718
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,8 PERSONS,1,23402,7.37,2.4,123881,39.04,4.53,5778
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,9 PERSONS,1,15813,4.98,2.57,123881,39.04,4.53,3126
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,35876,11.31,3.27,123881,39.04,4.53,3977
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,1 PERSON,2,10301,3.25,1.51,100672,31.73,5.98,1600
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,2 PERSONS,2,28764,9.06,1.6,100672,31.73,5.98,6238
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,3 PERSONS,2,35972,11.34,1.74,100672,31.73,5.98,9504
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,4 PERSONS,2,44207,13.93,1.9,100672,31.73,5.98,13925
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,5 PERSONS,2,46870,14.77,2.05,100672,31.73,5.98,16194
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,6 PERSONS,2,42968,13.54,2.17,100672,31.73,5.98,15776
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,7 PERSONS,2,33145,10.45,2.26,100672,31.73,5.98,12784
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,8 PERSONS,2,23402,7.37,2.4,100672,31.73,5.98,9133
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,9 PERSONS,2,15813,4.98,2.57,100672,31.73,5.98,5901
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,35876,11.31,3.27,100672,31.73,5.98,9617
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,1 PERSON,3,10301,3.25,1.51,50148,15.8,6.97,618
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,2 PERSONS,3,28764,9.06,1.6,50148,15.8,6.97,2053
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,3 PERSONS,3,35972,11.34,1.74,50148,15.8,6.97,3412
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,4 PERSONS,3,44207,13.93,1.9,50148,15.8,6.97,5253
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,5 PERSONS,3,46870,14.77,2.05,50148,15.8,6.97,7065
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,6 PERSONS,3,42968,13.54,2.17,50148,15.8,6.97,7199
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,7 PERSONS,3,33145,10.45,2.26,50148,15.8,6.97,6304
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,8 PERSONS,3,23402,7.37,2.4,50148,15.8,6.97,4931
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,9 PERSONS,3,15813,4.98,2.57,50148,15.8,6.97,3846
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,10 PERSONS AND ABOVE,3,35876,11.31,3.27,50148,15.8,6.97,9467
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,1 PERSON,4,10301,3.25,1.51,23488,7.4,7.67,287
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,2 PERSONS,4,28764,9.06,1.6,23488,7.4,7.67,924
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,3 PERSONS,4,35972,11.34,1.74,23488,7.4,7.67,1453
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,4 PERSONS,4,44207,13.93,1.9,23488,7.4,7.67,2269
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,5 PERSONS,4,46870,14.77,2.05,23488,7.4,7.67,2941
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,6 PERSONS,4,42968,13.54,2.17,23488,7.4,7.67,3034
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,7 PERSONS,4,33145,10.45,2.26,23488,7.4,7.67,2611
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,8 PERSONS,4,23402,7.37,2.4,23488,7.4,7.67,2104
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,9 PERSONS,4,15813,4.98,2.57,23488,7.4,7.67,1725
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,10 PERSONS AND ABOVE,4,35876,11.31,3.27,23488,7.4,7.67,6140
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,1 PERSON,5,10301,3.25,1.51,8400,2.65,8.42,93
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,2 PERSONS,5,28764,9.06,1.6,8400,2.65,8.42,335
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,3 PERSONS,5,35972,11.34,1.74,8400,2.65,8.42,493
