province_name,district_code,district_name,area_name,area_type,gender,religious_affiliation,count
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,ALL SEXES,TOTAL,397423
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,ALL SEXES,MUSLIM,396016
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,ALL SEXES,CHRISTIAN,656
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,ALL SEXES,HINDU,614
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,ALL SEXES,AHMADI,78
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,ALL SEXES,SCHEDULED CASTES,13
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,ALL SEXES,OTHERS,46
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,MALE,TOTAL,212502
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,MALE,MUSLIM,211762
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,MALE,CHRISTIAN,342
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,MALE,HINDU,322
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,MALE,AHMADI,42
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,MALE,SCHEDULED CASTES,9
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,MALE,OTHERS,25
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,FEMALE,TOTAL,184905
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,FEMALE,MUSLIM,184238
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,FEMALE,CHRISTIAN,314
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,FEMALE,HINDU,292
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,FEMALE,AHMADI,36
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,FEMALE,SCHEDULED CASTES,4
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,FEMALE,OTHERS,21
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,TRANSGENDER,TOTAL,16
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,TRANSGENDER,MUSLIM,16
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,TRANSGENDER,CHRISTIAN,0
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,TRANSGENDER,HINDU,0
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,TRANSGENDER,AHMADI,0
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,TRANSGENDER,SCHEDULED CASTES,0
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,TRANSGENDER,OTHERS,0
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,ALL SEXES,TOTAL,332532
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,ALL SEXES,MUSLIM,332332
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,ALL SEXES,CHRISTIAN,65
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,ALL SEXES,HINDU,50
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,ALL SEXES,AHMADI,74
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,ALL SEXES,SCHEDULED CASTES,9
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,ALL SEXES,OTHERS,2
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,MALE,TOTAL,176186
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,MALE,MUSLIM,176069
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,MALE,CHRISTIAN,41
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,MALE,HINDU,32
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,MALE,AHMADI,38
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,MALE,SCHEDULED CASTES,5
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,MALE,OTHERS,1
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,FEMALE,TOTAL,156332
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,FEMALE,MUSLIM,156249
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,FEMALE,CHRISTIAN,24
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,FEMALE,HINDU,18
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,FEMALE,AHMADI,36
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,FEMALE,SCHEDULED CASTES,4
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,FEMALE,OTHERS,1
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,TRANSGENDER,TOTAL,14
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,TRANSGENDER,MUSLIM,14
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,TRANSGENDER,CHRISTIAN,0
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,TRANSGENDER,HINDU,0
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,TRANSGENDER,AHMADI,0
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,TRANSGENDER,SCHEDULED CASTES,0
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,TRANSGENDER,OTHERS,0
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,URBAN,ALL SEXES,TOTAL,64891
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,URBAN,ALL SEXES,MUSLIM,63684
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,URBAN,ALL SEXES,CHRISTIAN,591
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,URBAN,ALL SEXES,HINDU,564
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,URBAN,ALL SEXES,AHMADI,4
