province_name,district_code,district_name,area_name,area_type,marital_status,household_head_relationship,gender,count
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,HEAD,ALL SEXES,1745617
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,HEAD,MALE,1519547
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,HEAD,FEMALE,225631
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,HEAD,TRANSGENDER,439
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,SPOUSE,ALL SEXES,1415346
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,SPOUSE,MALE,73249
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,SPOUSE,FEMALE,1342097
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,SPOUSE,TRANSGENDER,NA
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,SON/DAUGHTER,ALL SEXES,2260601
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,SON/DAUGHTER,MALE,1458783
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,SON/DAUGHTER,FEMALE,801670
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,SON/DAUGHTER,TRANSGENDER,148
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,DAUGHTER/SON IN LAW,ALL SEXES,496064
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,DAUGHTER/SON IN LAW,MALE,18386
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,DAUGHTER/SON IN LAW,FEMALE,477678
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,DAUGHTER/SON IN LAW,TRANSGENDER,NA
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,GRAND SON/GRAND DAUGHTER,ALL SEXES,95339
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,GRAND SON/GRAND DAUGHTER,MALE,51858
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,GRAND SON/GRAND DAUGHTER,FEMALE,43446
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,GRAND SON/GRAND DAUGHTER,TRANSGENDER,35
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,FATHER/MOTHER,ALL SEXES,238893
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,FATHER/MOTHER,MALE,70478
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,FATHER/MOTHER,FEMALE,168415
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,FATHER/MOTHER,TRANSGENDER,NA
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,BROTHER/SISTER,ALL SEXES,370423
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,BROTHER/SISTER,MALE,255723
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,BROTHER/SISTER,FEMALE,114457
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,BROTHER/SISTER,TRANSGENDER,243
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,OTHER RELATIVE,ALL SEXES,370605
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,OTHER RELATIVE,MALE,148938
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,OTHER RELATIVE,FEMALE,220962
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,OTHER RELATIVE,TRANSGENDER,705
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,NON-RELATIVE,ALL SEXES,355189
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,NON-RELATIVE,MALE,273129
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,NON-RELATIVE,FEMALE,81614
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TOTAL,NON-RELATIVE,TRANSGENDER,446
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,NEVER MARRIED,HEAD,ALL SEXES,82814
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,NEVER MARRIED,HEAD,MALE,74872
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,NEVER MARRIED,HEAD,FEMALE,7503
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,NEVER MARRIED,HEAD,TRANSGENDER,439
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,NEVER MARRIED,SPOUSE,ALL SEXES,NA
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,NEVER MARRIED,SPOUSE,MALE,NA
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,NEVER MARRIED,SPOUSE,FEMALE,NA
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,NEVER MARRIED,SPOUSE,TRANSGENDER,NA
