province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,1 PERSON,1,518,1.16,2.59,7638,17.03,4.78,196
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,2 PERSONS,1,4299,9.59,2.42,7638,17.03,4.78,1509
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,3 PERSONS,1,4136,9.22,2.62,7638,17.03,4.78,1144
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,4 PERSONS,1,4944,11.03,2.67,7638,17.03,4.78,1193
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,5 PERSONS,1,5173,11.54,2.79,7638,17.03,4.78,1054
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,6 PERSONS,1,5101,11.38,2.95,7638,17.03,4.78,814
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,7 PERSONS,1,4691,10.46,3.08,7638,17.03,4.78,604
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,8 PERSONS,1,4286,9.56,3.23,7638,17.03,4.78,438
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,9 PERSONS,1,3412,7.61,3.39,7638,17.03,4.78,276
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,8279,18.46,3.96,7638,17.03,4.78,410
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,1 PERSON,2,518,1.16,2.59,13534,30.18,5.95,121
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,2 PERSONS,2,4299,9.59,2.42,13534,30.18,5.95,1431
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,3 PERSONS,2,4136,9.22,2.62,13534,30.18,5.95,1458
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,4 PERSONS,2,4944,11.03,2.67,13534,30.18,5.95,1728
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,5 PERSONS,2,5173,11.54,2.79,13534,30.18,5.95,1763
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,6 PERSONS,2,5101,11.38,2.95,13534,30.18,5.95,1709
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,7 PERSONS,2,4691,10.46,3.08,13534,30.18,5.95,1495
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,8 PERSONS,2,4286,9.56,3.23,13534,30.18,5.95,1304
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,9 PERSONS,2,3412,7.61,3.39,13534,30.18,5.95,939
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,8279,18.46,3.96,13534,30.18,5.95,1586
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,1 PERSON,3,518,1.16,2.59,10249,22.86,7.01,96
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,2 PERSONS,3,4299,9.59,2.42,10249,22.86,7.01,614
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,3 PERSONS,3,4136,9.22,2.62,10249,22.86,7.01,682
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,4 PERSONS,3,4944,11.03,2.67,10249,22.86,7.01,977
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,5 PERSONS,3,5173,11.54,2.79,10249,22.86,7.01,1165
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,6 PERSONS,3,5101,11.38,2.95,10249,22.86,7.01,1249
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,7 PERSONS,3,4691,10.46,3.08,10249,22.86,7.01,1228
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,8 PERSONS,3,4286,9.56,3.23,10249,22.86,7.01,1158
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,9 PERSONS,3,3412,7.61,3.39,10249,22.86,7.01,948
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,10 PERSONS AND ABOVE,3,8279,18.46,3.96,10249,22.86,7.01,2132
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,1 PERSON,4,518,1.16,2.59,5744,12.81,7.78,31
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,2 PERSONS,4,4299,9.59,2.42,5744,12.81,7.78,273
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,3 PERSONS,4,4136,9.22,2.62,5744,12.81,7.78,344
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,4 PERSONS,4,4944,11.03,2.67,5744,12.81,7.78,451
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,5 PERSONS,4,5173,11.54,2.79,5744,12.81,7.78,504
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,6 PERSONS,4,5101,11.38,2.95,5744,12.81,7.78,601
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,7 PERSONS,4,4691,10.46,3.08,5744,12.81,7.78,640
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,8 PERSONS,4,4286,9.56,3.23,5744,12.81,7.78,640
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,9 PERSONS,4,3412,7.61,3.39,5744,12.81,7.78,573
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,10 PERSONS AND ABOVE,4,8279,18.46,3.96,5744,12.81,7.78,1687
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,1 PERSON,5,518,1.16,2.59,2933,6.54,7.89,25
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,2 PERSONS,5,4299,9.59,2.42,2933,6.54,7.89,168
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,3 PERSONS,5,4136,9.22,2.62,2933,6.54,7.89,182
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,4 PERSONS,5,4944,11.03,2.67,2933,6.54,7.89,215
