province_name,district_code,district_name,area_name,area_type,gender,nationality_status,age_group,count
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,ALL SEXES,TOTAL,ALL AGES,171349
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,ALL SEXES,PAKISTANI,ALL AGES,171298
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,ALL SEXES,NON-PAKISTANI,ALL AGES,51
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,RURAL,ALL SEXES,TOTAL,ALL AGES,171349
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,RURAL,ALL SEXES,PAKISTANI,ALL AGES,171298
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,RURAL,ALL SEXES,NON-PAKISTANI,ALL AGES,51
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,URBAN,ALL SEXES,TOTAL,ALL AGES,0
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,URBAN,ALL SEXES,PAKISTANI,ALL AGES,0
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,URBAN,ALL SEXES,NON-PAKISTANI,ALL AGES,0
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,ALL SEXES,TOTAL,00 - 04,29389
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,ALL SEXES,PAKISTANI,00 - 04,29375
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,ALL SEXES,NON-PAKISTANI,00 - 04,14
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,RURAL,ALL SEXES,TOTAL,00 - 04,29389
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,RURAL,ALL SEXES,PAKISTANI,00 - 04,29375
