province_name,district_code,district_name,area_name,area_type,marital_status,household_head_relationship,gender,count
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,TOTAL,HEAD,ALL SEXES,371115
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,TOTAL,HEAD,MALE,339572
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,TOTAL,HEAD,FEMALE,31516
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,TOTAL,HEAD,TRANSGENDER,27
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,TOTAL,SPOUSE,ALL SEXES,335477
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,TOTAL,SPOUSE,MALE,7986
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,TOTAL,SPOUSE,FEMALE,327491
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,TOTAL,SPOUSE,TRANSGENDER,NA
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,TOTAL,SON/DAUGHTER,ALL SEXES,298007
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,TOTAL,SON/DAUGHTER,MALE,190275
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,TOTAL,SON/DAUGHTER,FEMALE,107713
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,TOTAL,SON/DAUGHTER,TRANSGENDER,19
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,TOTAL,DAUGHTER/SON IN LAW,ALL SEXES,32934
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,TOTAL,DAUGHTER/SON IN LAW,MALE,923
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,TOTAL,DAUGHTER/SON IN LAW,FEMALE,32011
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,TOTAL,DAUGHTER/SON IN LAW,TRANSGENDER,NA
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,TOTAL,GRAND SON/GRAND DAUGHTER,ALL SEXES,4795
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,TOTAL,GRAND SON/GRAND DAUGHTER,MALE,2793
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,TOTAL,GRAND SON/GRAND DAUGHTER,FEMALE,2001
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,TOTAL,GRAND SON/GRAND DAUGHTER,TRANSGENDER,1
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,TOTAL,FATHER/MOTHER,ALL SEXES,27419
