province_name,district_code,district_name,area_name,area_type,gender,total_population,literacy_ratio,literacy_status,count
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,ALL SEXES,1410028,41.4,ILLITERATE,826230
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,ALL SEXES,1410028,41.4,TOTAL LITERATE,583798
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,ALL SEXES,1410028,41.4,FORMAL LITERATE,571366
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,ALL SEXES,1410028,41.4,INFORMAL LITERATE,12432
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,MALE,728326,52.72,ILLITERATE,344363
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,MALE,728326,52.72,TOTAL LITERATE,383963
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,MALE,728326,52.72,FORMAL LITERATE,378298
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,MALE,728326,52.72,INFORMAL LITERATE,5665
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,FEMALE,681458,29.32,ILLITERATE,481683
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,FEMALE,681458,29.32,TOTAL LITERATE,199775
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,FEMALE,681458,29.32,FORMAL LITERATE,193011
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,FEMALE,681458,29.32,INFORMAL LITERATE,6764
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,TRANSGENDER,244,24.59,ILLITERATE,184
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,TRANSGENDER,244,24.59,TOTAL LITERATE,60
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,TRANSGENDER,244,24.59,FORMAL LITERATE,57
SINDH,101,SANGHAR DISTRICT,SANGHAR DISTRICT,TOTAL,TRANSGENDER,244,24.59,INFORMAL LITERATE,3
