province_name,district_code,district_name,area_name,area_type,gender,nationality_status,age_group,count
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,TOTAL,ALL AGES,1090987
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,PAKISTANI,ALL AGES,1088028
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,NON-PAKISTANI,ALL AGES,2959
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,ALL SEXES,TOTAL,ALL AGES,1090987
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,ALL SEXES,PAKISTANI,ALL AGES,1088028
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,ALL SEXES,NON-PAKISTANI,ALL AGES,2959
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,URBAN,ALL SEXES,TOTAL,ALL AGES,0
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,URBAN,ALL SEXES,PAKISTANI,ALL AGES,0
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,URBAN,ALL SEXES,NON-PAKISTANI,ALL AGES,0
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,TOTAL,00 - 04,200587
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,PAKISTANI,00 - 04,199899
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,NON-PAKISTANI,00 - 04,688
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,ALL SEXES,TOTAL,00 - 04,200587
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,ALL SEXES,PAKISTANI,00 - 04,199899
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,ALL SEXES,NON-PAKISTANI,00 - 04,688
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,URBAN,ALL SEXES,TOTAL,00 - 04,0
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,URBAN,ALL SEXES,PAKISTANI,00 - 04,0
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,URBAN,ALL SEXES,NON-PAKISTANI,00 - 04,0
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,TOTAL,05 - 09,208163
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,PAKISTANI,05 - 09,207506
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,NON-PAKISTANI,05 - 09,657
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,ALL SEXES,TOTAL,05 - 09,208163
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,ALL SEXES,PAKISTANI,05 - 09,207506
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,ALL SEXES,NON-PAKISTANI,05 - 09,657
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,URBAN,ALL SEXES,TOTAL,05 - 09,0
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,URBAN,ALL SEXES,PAKISTANI,05 - 09,0
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,URBAN,ALL SEXES,NON-PAKISTANI,05 - 09,0
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,TOTAL,10 - 14,155204
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,PAKISTANI,10 - 14,154740
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,NON-PAKISTANI,10 - 14,464
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,ALL SEXES,TOTAL,10 - 14,155204
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,ALL SEXES,PAKISTANI,10 - 14,154740
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,ALL SEXES,NON-PAKISTANI,10 - 14,464
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,URBAN,ALL SEXES,TOTAL,10 - 14,0
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,URBAN,ALL SEXES,PAKISTANI,10 - 14,0
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,URBAN,ALL SEXES,NON-PAKISTANI,10 - 14,0
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,TOTAL,15 - 19,100974
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,PAKISTANI,15 - 19,100694
