province_name,district_code,district_name,area_name,area_type,gender,mother_tongue,count
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,TOTAL,1090987
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,URDU,4076
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,PUNJABI,455
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,SINDHI,847
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,PUSHTO,1082357
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,BALOCHI,443
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,KASHMIRI,419
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,SARAIKI,414
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,HINDKO,24
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,BRAHVI,1491
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,OTHER,461
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,MALE,TOTAL,556036
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,MALE,URDU,2118
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,MALE,PUNJABI,219
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,MALE,SINDHI,396
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,MALE,PUSHTO,551590
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,MALE,BALOCHI,206
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,MALE,KASHMIRI,211
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,MALE,SARAIKI,209
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,MALE,HINDKO,13
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,MALE,BRAHVI,780
