province_name,district_code,district_name,area_name,area_type,gender,ed_attainment,age_group,count
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,TOTAL DISABLED POPULATION,5 AND ABOVE,4116
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,TOTAL DISABLED POPULATION,05 - 09,765
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,TOTAL DISABLED POPULATION,10 - 14,655
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,TOTAL DISABLED POPULATION,15 - 19,567
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,TOTAL DISABLED POPULATION,20 - 24,506
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,TOTAL DISABLED POPULATION,25 - 29,412
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,TOTAL DISABLED POPULATION,30 - 34,252
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,TOTAL DISABLED POPULATION,35 - 39,193
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,TOTAL DISABLED POPULATION,40 - 44,173
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,TOTAL DISABLED POPULATION,45 - 49,143
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,TOTAL DISABLED POPULATION,50 - 54,136
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,TOTAL DISABLED POPULATION,55 - 59,86
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,TOTAL DISABLED POPULATION,60 - 64,66
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,TOTAL DISABLED POPULATION,65 - 69,65
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,TOTAL DISABLED POPULATION,70 - 74,38
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,TOTAL DISABLED POPULATION,75 AND ABOVE,59
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,TOTAL DISABLED LITERATE,5 AND ABOVE,716
